"","seqnames1","start1","end1","node.class1","seqnames2","start2","end2","node.class2","counts","name","interaction.type"
"431","chr15",41490750,41498063,"promoter","chr15",41619874,41623742,"promoter",0,"chr15:41490750-41498063_chr15:41619874-41623742","pp"
"432","chr15",41490750,41498063,"promoter","chr15",41822644,41831160,"promoter",0,"chr15:41490750-41498063_chr15:41822644-41831160","pp"
"433","chr15",41490750,41498063,"promoter","chr15",41881066,41884010,"gene.body",4.49687482015904e-05,"chr15:41490750-41498063_chr15:41881066-41884010","pe"
"434","chr15",41490750,41498063,"promoter","chr15",41966913,41976035,"promoter",0,"chr15:41490750-41498063_chr15:41966913-41976035","pp"
"435","chr15",41490750,41498063,"promoter","chr15",42269413,42277625,"promoter",1.81554771216952e-11,"chr15:41490750-41498063_chr15:42269413-42277625","pp"
"436","chr15",41510365,41515380,"promoter","chr15",41659016,41663709,"promoter",1.22353111353668e-05,"chr15:41510365-41515380_chr15:41659016-41663709","pp"
"437","chr15",41510365,41515380,"promoter","chr15",42206028,42210488,"promoter",1.30710189585326e-05,"chr15:41510365-41515380_chr15:42206028-42210488","pp"
"438","chr15",41510365,41515380,"promoter","chr15",42546129,42552683,"promoter",5.97685891490229e-06,"chr15:41510365-41515380_chr15:42546129-42552683","pp"
"439","chr15",41541838,41547128,"promoter","chr15",41659016,41663709,"promoter",0,"chr15:41541838-41547128_chr15:41659016-41663709","pp"
"440","chr15",41541838,41547128,"promoter","chr15",41966913,41976035,"promoter",0,"chr15:41541838-41547128_chr15:41966913-41976035","pp"
"441","chr15",41541838,41547128,"promoter","chr15",42269413,42277625,"promoter",2.29816166097407e-14,"chr15:41541838-41547128_chr15:42269413-42277625","pp"
"442","chr15",41556647,41563109,"promoter","chr15",41583320,41586742,"terminator",6.42819131257966e-13,"chr15:41556647-41563109_chr15:41583320-41586742","pe"
"443","chr15",41556647,41563109,"promoter","chr15",41603087,41605412,"distal",6.43284314705284e-11,"chr15:41556647-41563109_chr15:41603087-41605412","pe"
"444","chr15",41556647,41563109,"promoter","chr15",41822644,41831160,"promoter",0,"chr15:41556647-41563109_chr15:41822644-41831160","pp"
"445","chr15",41556647,41563109,"promoter","chr15",41966913,41976035,"promoter",0,"chr15:41556647-41563109_chr15:41966913-41976035","pp"
"446","chr15",41556647,41563109,"promoter","chr15",42917097,42922955,"promoter",2.05857553225997e-12,"chr15:41556647-41563109_chr15:42917097-42922955","pp"
"447","chr15",41583320,41586742,"terminator","chr15",41659016,41663709,"promoter",0.00449913585740847,"chr15:41583320-41586742_chr15:41659016-41663709","pe"
"448","chr15",41583320,41586742,"terminator","chr15",41772613,41781179,"promoter",0,"chr15:41583320-41586742_chr15:41772613-41781179","pe"
"449","chr15",41583320,41586742,"terminator","chr15",41822644,41831160,"promoter",1.11022302462516e-16,"chr15:41583320-41586742_chr15:41822644-41831160","pe"
"450","chr15",41603087,41605412,"distal","chr15",41659016,41663709,"promoter",0.000367604380728581,"chr15:41603087-41605412_chr15:41659016-41663709","pe"
"451","chr15",41603087,41605412,"distal","chr15",41822644,41831160,"promoter",1.25484391610975e-06,"chr15:41603087-41605412_chr15:41822644-41831160","pe"
"452","chr15",41619874,41623742,"promoter","chr15",41772613,41781179,"promoter",0,"chr15:41619874-41623742_chr15:41772613-41781179","pp"
"453","chr15",41619874,41623742,"promoter","chr15",41822644,41831160,"promoter",0,"chr15:41619874-41623742_chr15:41822644-41831160","pp"
"454","chr15",41619874,41623742,"promoter","chr15",42269413,42277625,"promoter",2.75874660893294e-08,"chr15:41619874-41623742_chr15:42269413-42277625","pp"
"455","chr15",41659016,41663709,"promoter","chr15",42494070,42497640,"promoter",0,"chr15:41659016-41663709_chr15:42494070-42497640","pp"
"456","chr15",41772613,41781179,"promoter","chr15",41966913,41976035,"promoter",0,"chr15:41772613-41781179_chr15:41966913-41976035","pp"
"457","chr15",41772613,41781179,"promoter","chr15",42105631,42108917,"distal",7.5836379473504e-05,"chr15:41772613-41781179_chr15:42105631-42108917","pe"
"458","chr15",41772613,41781179,"promoter","chr15",42494070,42497640,"promoter",2.20172272635821e-08,"chr15:41772613-41781179_chr15:42494070-42497640","pp"
"459","chr15",41772613,41781179,"promoter","chr15",42546129,42552683,"promoter",2.03170813506404e-14,"chr15:41772613-41781179_chr15:42546129-42552683","pp"
"460","chr15",41772613,41781179,"promoter","chr15",42917097,42922955,"promoter",2.99760216648792e-15,"chr15:41772613-41781179_chr15:42917097-42922955","pp"
"461","chr15",41772613,41781179,"promoter","chr15",43131957,43136469,"promoter",3.53639117989246e-09,"chr15:41772613-41781179_chr15:43131957-43136469","pp"
"462","chr15",41772613,41781179,"promoter","chr15",43513237,43521224,"promoter",2.28809584212897e-06,"chr15:41772613-41781179_chr15:43513237-43521224","pp"
"463","chr15",41822644,41831160,"promoter","chr15",42055915,42058359,"distal",5.03463049028596e-09,"chr15:41822644-41831160_chr15:42055915-42058359","pe"
"464","chr15",41822644,41831160,"promoter","chr15",42733380,42738648,"promoter",1.01231723004247e-08,"chr15:41822644-41831160_chr15:42733380-42738648","pp"
"465","chr15",41939782,41945934,"terminator","chr15",41966913,41976035,"promoter",3.71016933564672e-06,"chr15:41939782-41945934_chr15:41966913-41976035","pe"
"466","chr15",41966913,41976035,"promoter","chr15",42055915,42058359,"distal",2.9803982548593e-07,"chr15:41966913-41976035_chr15:42055915-42058359","pe"
"467","chr15",41966913,41976035,"promoter","chr15",42105631,42108917,"distal",4.13435352619729e-09,"chr15:41966913-41976035_chr15:42105631-42108917","pe"
"468","chr15",41966913,41976035,"promoter","chr15",42454957,42459386,"promoter",2.7910121867758e-05,"chr15:41966913-41976035_chr15:42454957-42459386","pp"
"469","chr15",41966913,41976035,"promoter","chr15",42488177,42492588,"promoter",1.43218770176645e-13,"chr15:41966913-41976035_chr15:42488177-42492588","pp"
"470","chr15",41966913,41976035,"promoter","chr15",42494070,42497640,"promoter",0,"chr15:41966913-41976035_chr15:42494070-42497640","pp"
"471","chr15",41966913,41976035,"promoter","chr15",42546129,42552683,"promoter",0,"chr15:41966913-41976035_chr15:42546129-42552683","pp"
"472","chr15",41966913,41976035,"promoter","chr15",43103505,43108063,"promoter",5.49558620832613e-09,"chr15:41966913-41976035_chr15:43103505-43108063","pp"
"473","chr15",41966913,41976035,"promoter","chr15",43327114,43333335,"promoter",3.6514032486501e-06,"chr15:41966913-41976035_chr15:43327114-43333335","pp"
"474","chr15",42055915,42058359,"distal","chr15",42206028,42210488,"promoter",6.03661565179436e-12,"chr15:42055915-42058359_chr15:42206028-42210488","pe"
"475","chr15",42105631,42108917,"distal","chr15",42206028,42210488,"promoter",9.21582777346774e-06,"chr15:42105631-42108917_chr15:42206028-42210488","pe"
"476","chr15",42105631,42108917,"distal","chr15",42494070,42497640,"promoter",4.71041563918639e-05,"chr15:42105631-42108917_chr15:42494070-42497640","pe"
"477","chr15",42105631,42108917,"distal","chr15",43131957,43136469,"promoter",6.56201305282433e-06,"chr15:42105631-42108917_chr15:43131957-43136469","pe"
"478","chr15",42105631,42108917,"distal","chr15",43327114,43333335,"promoter",5.02270836033603e-09,"chr15:42105631-42108917_chr15:43327114-43333335","pe"
"479","chr15",42206028,42210488,"promoter","chr15",42269413,42277625,"promoter",0,"chr15:42206028-42210488_chr15:42269413-42277625","pp"
"480","chr15",42206028,42210488,"promoter","chr15",42573621,42578746,"promoter",8.92397267193701e-13,"chr15:42206028-42210488_chr15:42573621-42578746","pp"
"481","chr15",42206028,42210488,"promoter","chr15",42579345,42585471,"gene.body",1.33226762955019e-15,"chr15:42206028-42210488_chr15:42579345-42585471","pe"
"482","chr15",42206028,42210488,"promoter","chr15",42733380,42738648,"promoter",1.11022302462516e-16,"chr15:42206028-42210488_chr15:42733380-42738648","pp"
"483","chr15",42206028,42210488,"promoter","chr15",43103505,43108063,"promoter",0,"chr15:42206028-42210488_chr15:43103505-43108063","pp"
"484","chr15",42206028,42210488,"promoter","chr15",43183792,43187628,"promoter",6.68571078832336e-06,"chr15:42206028-42210488_chr15:43183792-43187628","pp"
"485","chr15",42206028,42210488,"promoter","chr15",43327114,43333335,"promoter",4.57822668664676e-12,"chr15:42206028-42210488_chr15:43327114-43333335","pp"
"486","chr15",42269413,42277625,"promoter","chr15",42454957,42459386,"promoter",0,"chr15:42269413-42277625_chr15:42454957-42459386","pp"
"487","chr15",42269413,42277625,"promoter","chr15",42488177,42492588,"promoter",0,"chr15:42269413-42277625_chr15:42488177-42492588","pp"
"488","chr15",42269413,42277625,"promoter","chr15",42494070,42497640,"promoter",0,"chr15:42269413-42277625_chr15:42494070-42497640","pp"
"489","chr15",42269413,42277625,"promoter","chr15",42546129,42552683,"promoter",0,"chr15:42269413-42277625_chr15:42546129-42552683","pp"
"490","chr15",42269413,42277625,"promoter","chr15",42573621,42578746,"promoter",0,"chr15:42269413-42277625_chr15:42573621-42578746","pp"
"491","chr15",42269413,42277625,"promoter","chr15",42579345,42585471,"gene.body",0,"chr15:42269413-42277625_chr15:42579345-42585471","pe"
"492","chr15",42269413,42277625,"promoter","chr15",42733380,42738648,"promoter",0,"chr15:42269413-42277625_chr15:42733380-42738648","pp"
"493","chr15",42269413,42277625,"promoter","chr15",42917097,42922955,"promoter",0,"chr15:42269413-42277625_chr15:42917097-42922955","pp"
"494","chr15",42269413,42277625,"promoter","chr15",43103505,43108063,"promoter",0,"chr15:42269413-42277625_chr15:43103505-43108063","pp"
"495","chr15",42269413,42277625,"promoter","chr15",43131957,43136469,"promoter",0,"chr15:42269413-42277625_chr15:43131957-43136469","pp"
"496","chr15",42269413,42277625,"promoter","chr15",43357904,43373607,"promoter",0,"chr15:42269413-42277625_chr15:43357904-43373607","pp"
"497","chr15",42269413,42277625,"promoter","chr15",43744868,43752471,"promoter",7.7715611723761e-16,"chr15:42269413-42277625_chr15:43744868-43752471","pp"
"498","chr15",42454957,42459386,"promoter","chr15",42917097,42922955,"promoter",8.14836305096378e-08,"chr15:42454957-42459386_chr15:42917097-42922955","pp"
"499","chr15",42488177,42492588,"promoter","chr15",42546129,42552683,"promoter",0,"chr15:42488177-42492588_chr15:42546129-42552683","pp"
"500","chr15",42488177,42492588,"promoter","chr15",42733380,42738648,"promoter",0,"chr15:42488177-42492588_chr15:42733380-42738648","pp"
"501","chr15",42488177,42492588,"promoter","chr15",42917097,42922955,"promoter",0,"chr15:42488177-42492588_chr15:42917097-42922955","pp"
"502","chr15",42488177,42492588,"promoter","chr15",43183792,43187628,"promoter",2.32010689549256e-08,"chr15:42488177-42492588_chr15:43183792-43187628","pp"
"503","chr15",42488177,42492588,"promoter","chr15",43513237,43521224,"promoter",7.41278305405046e-09,"chr15:42488177-42492588_chr15:43513237-43521224","pp"
"504","chr15",42488177,42492588,"promoter","chr15",44185493,44196670,"promoter",1.76740810875486e-09,"chr15:42488177-42492588_chr15:44185493-44196670","pp"
"505","chr15",42494070,42497640,"promoter","chr15",42573621,42578746,"promoter",4.75175454539567e-14,"chr15:42494070-42497640_chr15:42573621-42578746","pp"
"506","chr15",42494070,42497640,"promoter","chr15",42917097,42922955,"promoter",0,"chr15:42494070-42497640_chr15:42917097-42922955","pp"
"507","chr15",42494070,42497640,"promoter","chr15",43103505,43108063,"promoter",3.43344976894144e-08,"chr15:42494070-42497640_chr15:43103505-43108063","pp"
"508","chr15",42494070,42497640,"promoter","chr15",43131957,43136469,"promoter",0,"chr15:42494070-42497640_chr15:43131957-43136469","pp"
"509","chr15",42494070,42497640,"promoter","chr15",43357904,43373607,"promoter",8.41787597116728e-06,"chr15:42494070-42497640_chr15:43357904-43373607","pp"
"510","chr15",42494070,42497640,"promoter","chr15",43507159,43512672,"promoter",6.61570798143885e-12,"chr15:42494070-42497640_chr15:43507159-43512672","pp"
"511","chr15",42546129,42552683,"promoter","chr15",42733380,42738648,"promoter",0,"chr15:42546129-42552683_chr15:42733380-42738648","pp"
"512","chr15",42546129,42552683,"promoter","chr15",42917097,42922955,"promoter",0,"chr15:42546129-42552683_chr15:42917097-42922955","pp"
"513","chr15",42546129,42552683,"promoter","chr15",43131957,43136469,"promoter",0,"chr15:42546129-42552683_chr15:43131957-43136469","pp"
"514","chr15",42546129,42552683,"promoter","chr15",43357904,43373607,"promoter",1.52492463101339e-11,"chr15:42546129-42552683_chr15:43357904-43373607","pp"
"515","chr15",42546129,42552683,"promoter","chr15",43488932,43494595,"promoter",7.23198091412414e-06,"chr15:42546129-42552683_chr15:43488932-43494595","pp"
"516","chr15",42546129,42552683,"promoter","chr15",43507159,43512672,"promoter",8.772328974338e-09,"chr15:42546129-42552683_chr15:43507159-43512672","pp"
"517","chr15",42573621,42578746,"promoter","chr15",42917097,42922955,"promoter",0,"chr15:42573621-42578746_chr15:42917097-42922955","pp"
"518","chr15",42573621,42578746,"promoter","chr15",43103505,43108063,"promoter",0,"chr15:42573621-42578746_chr15:43103505-43108063","pp"
"519","chr15",42573621,42578746,"promoter","chr15",43183792,43187628,"promoter",3.38869303728728e-08,"chr15:42573621-42578746_chr15:43183792-43187628","pp"
"520","chr15",42573621,42578746,"promoter","chr15",43327114,43333335,"promoter",0,"chr15:42573621-42578746_chr15:43327114-43333335","pp"
"521","chr15",42573621,42578746,"promoter","chr15",43357904,43373607,"promoter",1.55553192549007e-08,"chr15:42573621-42578746_chr15:43357904-43373607","pp"
"522","chr15",42579345,42585471,"gene.body","chr15",42733380,42738648,"promoter",1.11022302462516e-16,"chr15:42579345-42585471_chr15:42733380-42738648","pe"
"523","chr15",42579345,42585471,"gene.body","chr15",44284343,44292222,"promoter",2.29047322197751e-06,"chr15:42579345-42585471_chr15:44284343-44292222","pe"
"524","chr15",42733380,42738648,"promoter","chr15",43103505,43108063,"promoter",0,"chr15:42733380-42738648_chr15:43103505-43108063","pp"
"525","chr15",42733380,42738648,"promoter","chr15",43131957,43136469,"promoter",0,"chr15:42733380-42738648_chr15:43131957-43136469","pp"
"526","chr15",42733380,42738648,"promoter","chr15",43183792,43187628,"promoter",0,"chr15:42733380-42738648_chr15:43183792-43187628","pp"
"527","chr15",42733380,42738648,"promoter","chr15",43357904,43373607,"promoter",4.27990975992998e-11,"chr15:42733380-42738648_chr15:43357904-43373607","pp"
"528","chr15",42733380,42738648,"promoter","chr15",43488932,43494595,"promoter",1.11285941665207e-05,"chr15:42733380-42738648_chr15:43488932-43494595","pp"
"529","chr15",42917097,42922955,"promoter","chr15",43103505,43108063,"promoter",0,"chr15:42917097-42922955_chr15:43103505-43108063","pp"
"530","chr15",42917097,42922955,"promoter","chr15",43131957,43136469,"promoter",0,"chr15:42917097-42922955_chr15:43131957-43136469","pp"
"531","chr15",42917097,42922955,"promoter","chr15",43183792,43187628,"promoter",0,"chr15:42917097-42922955_chr15:43183792-43187628","pp"
"532","chr15",42917097,42922955,"promoter","chr15",43488932,43494595,"promoter",1.96451043270596e-05,"chr15:42917097-42922955_chr15:43488932-43494595","pp"
"533","chr15",42917097,42922955,"promoter","chr15",43744868,43752471,"promoter",9.60528666826832e-06,"chr15:42917097-42922955_chr15:43744868-43752471","pp"
"534","chr15",42917097,42922955,"promoter","chr15",43790219,43796722,"promoter",1.23469432455892e-08,"chr15:42917097-42922955_chr15:43790219-43796722","pp"
"535","chr15",42917097,42922955,"promoter","chr15",43819363,43835036,"promoter",0,"chr15:42917097-42922955_chr15:43819363-43835036","pp"
"536","chr15",43103505,43108063,"promoter","chr15",43183792,43187628,"promoter",8.88178419700125e-15,"chr15:43103505-43108063_chr15:43183792-43187628","pp"
"537","chr15",43103505,43108063,"promoter","chr15",43284222,43286685,"gene.body",0.000391907762954169,"chr15:43103505-43108063_chr15:43284222-43286685","pe"
"538","chr15",43103505,43108063,"promoter","chr15",43327114,43333335,"promoter",0,"chr15:43103505-43108063_chr15:43327114-43333335","pp"
"539","chr15",43103505,43108063,"promoter","chr15",43488932,43494595,"promoter",7.0565775445175e-13,"chr15:43103505-43108063_chr15:43488932-43494595","pp"
"540","chr15",43103505,43108063,"promoter","chr15",43507159,43512672,"promoter",0,"chr15:43103505-43108063_chr15:43507159-43512672","pp"
"541","chr15",43103505,43108063,"promoter","chr15",43744868,43752471,"promoter",0,"chr15:43103505-43108063_chr15:43744868-43752471","pp"
"542","chr15",43103505,43108063,"promoter","chr15",44425203,44433863,"promoter",3.61718011099299e-09,"chr15:43103505-43108063_chr15:44425203-44433863","pp"
"543","chr15",43120907,43124659,"promoter","chr15",43183792,43187628,"promoter",1.51421593819201e-07,"chr15:43120907-43124659_chr15:43183792-43187628","pp"
"544","chr15",43131957,43136469,"promoter","chr15",43327114,43333335,"promoter",0,"chr15:43131957-43136469_chr15:43327114-43333335","pp"
"545","chr15",43131957,43136469,"promoter","chr15",43357904,43373607,"promoter",0,"chr15:43131957-43136469_chr15:43357904-43373607","pp"
"546","chr15",43131957,43136469,"promoter","chr15",43744868,43752471,"promoter",6.23945339839338e-14,"chr15:43131957-43136469_chr15:43744868-43752471","pp"
"547","chr15",43131957,43136469,"promoter","chr15",44284343,44292222,"promoter",4.90298217203922e-06,"chr15:43131957-43136469_chr15:44284343-44292222","pp"
"548","chr15",43183792,43187628,"promoter","chr15",43284222,43286685,"gene.body",8.97755891404728e-07,"chr15:43183792-43187628_chr15:43284222-43286685","pe"
"549","chr15",43183792,43187628,"promoter","chr15",43507159,43512672,"promoter",1.89692705987454e-12,"chr15:43183792-43187628_chr15:43507159-43512672","pp"
"550","chr15",43327114,43333335,"promoter","chr15",43440504,43442736,"terminator",2.47059999014532e-07,"chr15:43327114-43333335_chr15:43440504-43442736","pe"
"551","chr15",43327114,43333335,"promoter","chr15",43507159,43512672,"promoter",0,"chr15:43327114-43333335_chr15:43507159-43512672","pp"
"552","chr15",43327114,43333335,"promoter","chr15",43513237,43521224,"promoter",0,"chr15:43327114-43333335_chr15:43513237-43521224","pp"
"553","chr15",43327114,43333335,"promoter","chr15",43775134,43778812,"promoter",1.93137728032866e-10,"chr15:43327114-43333335_chr15:43775134-43778812","pp"
"554","chr15",43327114,43333335,"promoter","chr15",43798531,43802472,"promoter",8.70832271848698e-08,"chr15:43327114-43333335_chr15:43798531-43802472","pp"
"555","chr15",43327114,43333335,"promoter","chr15",43819363,43835036,"promoter",0,"chr15:43327114-43333335_chr15:43819363-43835036","pp"
"556","chr15",43327114,43333335,"promoter","chr15",44185493,44196670,"promoter",9.24266076851588e-06,"chr15:43327114-43333335_chr15:44185493-44196670","pp"
"557","chr15",43357904,43373607,"promoter","chr15",43440504,43442736,"terminator",2.71896350541034e-05,"chr15:43357904-43373607_chr15:43440504-43442736","pe"
"558","chr15",43357904,43373607,"promoter","chr15",43488932,43494595,"promoter",0,"chr15:43357904-43373607_chr15:43488932-43494595","pp"
"559","chr15",43357904,43373607,"promoter","chr15",43775134,43778812,"promoter",0,"chr15:43357904-43373607_chr15:43775134-43778812","pp"
"560","chr15",43357904,43373607,"promoter","chr15",43819363,43835036,"promoter",0,"chr15:43357904-43373607_chr15:43819363-43835036","pp"
"561","chr15",43440504,43442736,"terminator","chr15",43513237,43521224,"promoter",0.000841188051152075,"chr15:43440504-43442736_chr15:43513237-43521224","pe"
"562","chr15",43440504,43442736,"terminator","chr15",43744868,43752471,"promoter",0,"chr15:43440504-43442736_chr15:43744868-43752471","pe"
"563","chr15",43440504,43442736,"terminator","chr15",43775134,43778812,"promoter",6.7511225762984e-05,"chr15:43440504-43442736_chr15:43775134-43778812","pe"
"564","chr15",43440504,43442736,"terminator","chr15",43790219,43796722,"promoter",2.49541490360272e-07,"chr15:43440504-43442736_chr15:43790219-43796722","pe"
"565","chr15",43488932,43494595,"promoter","chr15",43775134,43778812,"promoter",9.51379244358286e-05,"chr15:43488932-43494595_chr15:43775134-43778812","pp"
"566","chr15",43488932,43494595,"promoter","chr15",43798531,43802472,"promoter",8.07617027169805e-05,"chr15:43488932-43494595_chr15:43798531-43802472","pp"
"567","chr15",43488932,43494595,"promoter","chr15",43819363,43835036,"promoter",0,"chr15:43488932-43494595_chr15:43819363-43835036","pp"
"568","chr15",43507159,43512672,"promoter","chr15",43744868,43752471,"promoter",0,"chr15:43507159-43512672_chr15:43744868-43752471","pp"
"569","chr15",43507159,43512672,"promoter","chr15",43819363,43835036,"promoter",0,"chr15:43507159-43512672_chr15:43819363-43835036","pp"
"570","chr15",43507159,43512672,"promoter","chr15",44284343,44292222,"promoter",1.62707638473591e-08,"chr15:43507159-43512672_chr15:44284343-44292222","pp"
"571","chr15",43513237,43521224,"promoter","chr15",43744868,43752471,"promoter",0,"chr15:43513237-43521224_chr15:43744868-43752471","pp"
"572","chr15",43513237,43521224,"promoter","chr15",43775134,43778812,"promoter",2.50183185279695e-09,"chr15:43513237-43521224_chr15:43775134-43778812","pp"
"573","chr15",43513237,43521224,"promoter","chr15",43790219,43796722,"promoter",0,"chr15:43513237-43521224_chr15:43790219-43796722","pp"
"574","chr15",43513237,43521224,"promoter","chr15",43819363,43835036,"promoter",0,"chr15:43513237-43521224_chr15:43819363-43835036","pp"
"575","chr15",43513237,43521224,"promoter","chr15",44284343,44292222,"promoter",1.07191746028246e-05,"chr15:43513237-43521224_chr15:44284343-44292222","pp"
"576","chr15",43744868,43752471,"promoter","chr15",43798531,43802472,"promoter",0.0043796004153972,"chr15:43744868-43752471_chr15:43798531-43802472","pp"
"577","chr15",43744868,43752471,"promoter","chr15",43819363,43835036,"promoter",0,"chr15:43744868-43752471_chr15:43819363-43835036","pp"
"578","chr15",43744868,43752471,"promoter","chr15",44100157,44103261,"gene.body",2.09807684337093e-07,"chr15:43744868-43752471_chr15:44100157-44103261","pe"
"579","chr15",43744868,43752471,"promoter","chr15",44284343,44292222,"promoter",0,"chr15:43744868-43752471_chr15:44284343-44292222","pp"
"580","chr15",43744868,43752471,"promoter","chr15",44425203,44433863,"promoter",2.61644395038729e-08,"chr15:43744868-43752471_chr15:44425203-44433863","pp"
"581","chr15",43744868,43752471,"promoter","chr15",44534491,44539855,"promoter",0,"chr15:43744868-43752471_chr15:44534491-44539855","pp"
"582","chr15",43744868,43752471,"promoter","chr15",44661058,44665265,"promoter",1.0679423789739e-08,"chr15:43744868-43752471_chr15:44661058-44665265","pp"
"583","chr15",43744868,43752471,"promoter","chr15",45375095,45380113,"promoter",2.63170144298996e-06,"chr15:43744868-43752471_chr15:45375095-45380113","pp"
"584","chr15",43775134,43778812,"promoter","chr15",44284343,44292222,"promoter",5.80044465792184e-08,"chr15:43775134-43778812_chr15:44284343-44292222","pp"
"585","chr15",43790219,43796722,"promoter","chr15",44284343,44292222,"promoter",0,"chr15:43790219-43796722_chr15:44284343-44292222","pp"
"586","chr15",43790219,43796722,"promoter","chr15",44425203,44433863,"promoter",0,"chr15:43790219-43796722_chr15:44425203-44433863","pp"
"587","chr15",43798531,43802472,"promoter","chr15",44185493,44196670,"promoter",0,"chr15:43798531-43802472_chr15:44185493-44196670","pp"
"588","chr15",43798531,43802472,"promoter","chr15",44534491,44539855,"promoter",0,"chr15:43798531-43802472_chr15:44534491-44539855","pp"
"589","chr15",43819363,43835036,"promoter","chr15",43998166,44001656,"gene.body",2.1168089503476e-10,"chr15:43819363-43835036_chr15:43998166-44001656","pe"
"590","chr15",43819363,43835036,"promoter","chr15",44100157,44103261,"gene.body",5.63293856004066e-12,"chr15:43819363-43835036_chr15:44100157-44103261","pe"
"591","chr15",43819363,43835036,"promoter","chr15",44284343,44292222,"promoter",0,"chr15:43819363-43835036_chr15:44284343-44292222","pp"
"592","chr15",43819363,43835036,"promoter","chr15",44425203,44433863,"promoter",0,"chr15:43819363-43835036_chr15:44425203-44433863","pp"
"593","chr15",43819363,43835036,"promoter","chr15",44534491,44539855,"promoter",0,"chr15:43819363-43835036_chr15:44534491-44539855","pp"
"594","chr15",43819363,43835036,"promoter","chr15",44661058,44665265,"promoter",0,"chr15:43819363-43835036_chr15:44661058-44665265","pp"
"595","chr15",43819363,43835036,"promoter","chr15",45164868,45168546,"terminator",3.71602995130615e-06,"chr15:43819363-43835036_chr15:45164868-45168546","pe"
"596","chr15",43819363,43835036,"promoter","chr15",45196890,45202578,"promoter",2.0398127631438e-12,"chr15:43819363-43835036_chr15:45196890-45202578","pp"
"597","chr15",43998166,44001656,"gene.body","chr15",44185493,44196670,"promoter",0,"chr15:43998166-44001656_chr15:44185493-44196670","pe"
"598","chr15",43998166,44001656,"gene.body","chr15",44284343,44292222,"promoter",1.41789746610499e-09,"chr15:43998166-44001656_chr15:44284343-44292222","pe"
"599","chr15",43998166,44001656,"gene.body","chr15",44534491,44539855,"promoter",2.218254885622e-05,"chr15:43998166-44001656_chr15:44534491-44539855","pe"
"600","chr15",44100157,44103261,"gene.body","chr15",44185493,44196670,"promoter",0,"chr15:44100157-44103261_chr15:44185493-44196670","pe"
"601","chr15",44100157,44103261,"gene.body","chr15",44284343,44292222,"promoter",1.77635683940025e-15,"chr15:44100157-44103261_chr15:44284343-44292222","pe"
"602","chr15",44100157,44103261,"gene.body","chr15",44534491,44539855,"promoter",3.46056516775661e-13,"chr15:44100157-44103261_chr15:44534491-44539855","pe"
"603","chr15",44185493,44196670,"promoter","chr15",44284343,44292222,"promoter",0,"chr15:44185493-44196670_chr15:44284343-44292222","pp"
"604","chr15",44185493,44196670,"promoter","chr15",44425203,44433863,"promoter",0,"chr15:44185493-44196670_chr15:44425203-44433863","pp"
"605","chr15",44185493,44196670,"promoter","chr15",44534491,44539855,"promoter",0,"chr15:44185493-44196670_chr15:44534491-44539855","pp"
"606","chr15",44284343,44292222,"promoter","chr15",44425203,44433863,"promoter",0,"chr15:44284343-44292222_chr15:44425203-44433863","pp"
"607","chr15",44284343,44292222,"promoter","chr15",44534491,44539855,"promoter",0,"chr15:44284343-44292222_chr15:44534491-44539855","pp"
"608","chr15",44284343,44292222,"promoter","chr15",44661058,44665265,"promoter",0,"chr15:44284343-44292222_chr15:44661058-44665265","pp"
"609","chr15",44284343,44292222,"promoter","chr15",45584509,45591160,"promoter",2.47424303267962e-12,"chr15:44284343-44292222_chr15:45584509-45591160","pp"
"610","chr15",44425203,44433863,"promoter","chr15",45196890,45202578,"promoter",1.08654850122791e-05,"chr15:44425203-44433863_chr15:45196890-45202578","pp"
"611","chr15",44534491,44539855,"promoter","chr15",44661058,44665265,"promoter",0,"chr15:44534491-44539855_chr15:44661058-44665265","pp"
"612","chr15",44534491,44539855,"promoter","chr15",45196890,45202578,"promoter",2.60781330974069e-08,"chr15:44534491-44539855_chr15:45196890-45202578","pp"
"613","chr15",44534491,44539855,"promoter","chr15",45375095,45380113,"promoter",1.32489635928934e-08,"chr15:44534491-44539855_chr15:45375095-45380113","pp"
"614","chr15",44534491,44539855,"promoter","chr15",45584509,45591160,"promoter",0,"chr15:44534491-44539855_chr15:45584509-45591160","pp"
"615","chr15",44661058,44665265,"promoter","chr15",45020325,45029892,"promoter",4.77595074599435e-10,"chr15:44661058-44665265_chr15:45020325-45029892","pp"
"616","chr15",44661058,44665265,"promoter","chr15",45196890,45202578,"promoter",1.13353770814228e-13,"chr15:44661058-44665265_chr15:45196890-45202578","pp"
"617","chr15",44661058,44665265,"promoter","chr15",45400525,45405692,"promoter",1.17730086188761e-05,"chr15:44661058-44665265_chr15:45400525-45405692","pp"
"618","chr15",44661058,44665265,"promoter","chr15",45584509,45591160,"promoter",7.32747196252603e-15,"chr15:44661058-44665265_chr15:45584509-45591160","pp"
"619","chr15",44782724,44786155,"distal","chr15",45196890,45202578,"promoter",3.92772827719767e-05,"chr15:44782724-44786155_chr15:45196890-45202578","pe"
"620","chr15",45020325,45029892,"promoter","chr15",45520294,45524585,"promoter",1.64535052249448e-13,"chr15:45020325-45029892_chr15:45520294-45524585","pp"
"621","chr15",45105511,45120436,"promoter","chr15",45184402,45189784,"promoter",0.00465057111744205,"chr15:45105511-45120436_chr15:45184402-45189784","pp"
