"","hAstro","U3028"
"chr15:42733380-42738648_chr15:42917097-42922955",1,1
"chr15:42733380-42738648_chr15:43103505-43108063",0,1
"chr15:42733380-42738648_chr15:43120907-43124659",1,0
"chr15:42733380-42738648_chr15:43131957-43136469",0,1
"chr15:42733380-42738648_chr15:43183792-43187628",0,1
"chr15:42733380-42738648_chr15:43357904-43373607",0,1
"chr15:42733380-42738648_chr15:43488932-43494595",0,1
"chr15:42917097-42922955_chr15:43103505-43108063",0,1
"chr15:42917097-42922955_chr15:43131957-43136469",0,1
"chr15:42917097-42922955_chr15:43183792-43187628",0,1
"chr15:42917097-42922955_chr15:43327114-43333335",1,1
"chr15:42917097-42922955_chr15:43488932-43494595",0,1
"chr15:42917097-42922955_chr15:43744868-43752471",0,1
"chr15:42917097-42922955_chr15:43790219-43796722",0,1
"chr15:42917097-42922955_chr15:43819363-43835036",0,1
"chr15:43075157-43077463_chr15:43357904-43373607",1,1
"chr15:43103505-43108063_chr15:43120907-43124659",1,1
"chr15:43103505-43108063_chr15:43131957-43136469",1,1
"chr15:43103505-43108063_chr15:43183792-43187628",0,1
"chr15:43103505-43108063_chr15:43284222-43286685",0,1
"chr15:43103505-43108063_chr15:43327114-43333335",0,1
"chr15:43103505-43108063_chr15:43488932-43494595",0,1
"chr15:43103505-43108063_chr15:43507159-43512672",0,1
"chr15:43103505-43108063_chr15:43744868-43752471",0,1
"chr15:43103505-43108063_chr15:44425203-44433863",0,1
"chr15:43120907-43124659_chr15:43131957-43136469",1,1
"chr15:43120907-43124659_chr15:43183792-43187628",0,1
"chr15:43120907-43124659_chr15:43357904-43373607",1,0
"chr15:43131957-43136469_chr15:43183792-43187628",1,1
"chr15:43131957-43136469_chr15:43327114-43333335",0,1
"chr15:43131957-43136469_chr15:43357904-43373607",0,1
"chr15:43131957-43136469_chr15:43744868-43752471",0,1
"chr15:43131957-43136469_chr15:44284343-44292222",0,1
"chr15:43183792-43187628_chr15:43284222-43286685",0,1
"chr15:43183792-43187628_chr15:43327114-43333335",1,1
"chr15:43183792-43187628_chr15:43357904-43373607",1,1
"chr15:43183792-43187628_chr15:43507159-43512672",0,1
"chr15:43327114-43333335_chr15:43357904-43373607",1,1
"chr15:43327114-43333335_chr15:43440504-43442736",0,1
"chr15:43327114-43333335_chr15:43507159-43512672",0,1
"chr15:43327114-43333335_chr15:43513237-43521224",0,1
"chr15:43327114-43333335_chr15:43775134-43778812",0,1
"chr15:43327114-43333335_chr15:43790219-43796722",1,1
"chr15:43327114-43333335_chr15:43798531-43802472",0,1
"chr15:43327114-43333335_chr15:43819363-43835036",0,1
"chr15:43327114-43333335_chr15:44185493-44196670",0,1
"chr15:43357904-43373607_chr15:43440504-43442736",0,1
"chr15:43357904-43373607_chr15:43488932-43494595",0,1
"chr15:43357904-43373607_chr15:43507159-43512672",1,1
"chr15:43357904-43373607_chr15:43513237-43521224",1,1
"chr15:43357904-43373607_chr15:43744868-43752471",1,1
"chr15:43357904-43373607_chr15:43775134-43778812",0,1
"chr15:43357904-43373607_chr15:43790219-43796722",1,1
"chr15:43357904-43373607_chr15:43819363-43835036",0,1
"chr15:43440504-43442736_chr15:43513237-43521224",0,1
"chr15:43440504-43442736_chr15:43744868-43752471",0,1
"chr15:43440504-43442736_chr15:43775134-43778812",0,1
"chr15:43440504-43442736_chr15:43790219-43796722",0,1
"chr15:43488932-43494595_chr15:43507159-43512672",1,1
"chr15:43488932-43494595_chr15:43513237-43521224",1,1
"chr15:43488932-43494595_chr15:43775134-43778812",0,1
"chr15:43488932-43494595_chr15:43798531-43802472",0,1
"chr15:43488932-43494595_chr15:43819363-43835036",0,1
"chr15:43507159-43512672_chr15:43513237-43521224",1,1
"chr15:43507159-43512672_chr15:43744868-43752471",0,1
"chr15:43507159-43512672_chr15:43819363-43835036",0,1
"chr15:43507159-43512672_chr15:44284343-44292222",0,1
"chr15:43513237-43521224_chr15:43744868-43752471",0,1
"chr15:43513237-43521224_chr15:43775134-43778812",0,1
"chr15:43513237-43521224_chr15:43790219-43796722",0,1
"chr15:43513237-43521224_chr15:43819363-43835036",0,1
"chr15:43513237-43521224_chr15:44284343-44292222",0,1
"chr15:43744868-43752471_chr15:43775134-43778812",1,1
"chr15:43744868-43752471_chr15:43790219-43796722",1,1
"chr15:43744868-43752471_chr15:43798531-43802472",0,1
"chr15:43744868-43752471_chr15:43819363-43835036",0,1
"chr15:43744868-43752471_chr15:44100157-44103261",0,1
"chr15:43744868-43752471_chr15:44284343-44292222",0,1
"chr15:43744868-43752471_chr15:44425203-44433863",0,1
"chr15:43744868-43752471_chr15:44534491-44539855",0,1
"chr15:43744868-43752471_chr15:44661058-44665265",0,1
"chr15:43744868-43752471_chr15:45375095-45380113",0,1
"chr15:43775134-43778812_chr15:43790219-43796722",1,1
"chr15:43775134-43778812_chr15:43819363-43835036",1,1
"chr15:43775134-43778812_chr15:44284343-44292222",0,1
"chr15:43790219-43796722_chr15:43798531-43802472",1,1
"chr15:43790219-43796722_chr15:43819363-43835036",1,1
"chr15:43790219-43796722_chr15:44185493-44196670",1,1
"chr15:43790219-43796722_chr15:44284343-44292222",0,1
"chr15:43790219-43796722_chr15:44425203-44433863",0,1
"chr15:43790219-43796722_chr15:44534491-44539855",1,1
"chr15:43798531-43802472_chr15:43819363-43835036",1,1
"chr15:43798531-43802472_chr15:44185493-44196670",0,1
"chr15:43798531-43802472_chr15:44534491-44539855",0,1
"chr15:43819363-43835036_chr15:43998166-44001656",0,1
"chr15:43819363-43835036_chr15:44100157-44103261",0,1
"chr15:43819363-43835036_chr15:44185493-44196670",1,1
"chr15:43819363-43835036_chr15:44284343-44292222",0,1
"chr15:43819363-43835036_chr15:44425203-44433863",0,1
"chr15:43819363-43835036_chr15:44534491-44539855",0,1
"chr15:43819363-43835036_chr15:44661058-44665265",0,1
"chr15:43819363-43835036_chr15:45164868-45168546",0,1
"chr15:43819363-43835036_chr15:45196890-45202578",0,1
"chr15:43998166-44001656_chr15:44185493-44196670",0,1
"chr15:43998166-44001656_chr15:44284343-44292222",0,1
"chr15:43998166-44001656_chr15:44534491-44539855",0,1
"chr15:44100157-44103261_chr15:44185493-44196670",0,1
"chr15:44100157-44103261_chr15:44284343-44292222",0,1
"chr15:44100157-44103261_chr15:44534491-44539855",0,1
"chr15:44185493-44196670_chr15:44284343-44292222",0,1
"chr15:44185493-44196670_chr15:44425203-44433863",0,1
"chr15:44185493-44196670_chr15:44534491-44539855",0,1
"chr15:44284343-44292222_chr15:44425203-44433863",0,1
"chr15:44284343-44292222_chr15:44534491-44539855",0,1
"chr15:44284343-44292222_chr15:44661058-44665265",0,1
"chr15:44284343-44292222_chr15:45584509-45591160",0,1
"chr15:44425203-44433863_chr15:44534491-44539855",1,1
"chr15:44425203-44433863_chr15:45196890-45202578",0,1
"chr15:44534491-44539855_chr15:44661058-44665265",0,1
"chr15:44534491-44539855_chr15:45105511-45120436",1,0
"chr15:44534491-44539855_chr15:45196890-45202578",0,1
"chr15:44534491-44539855_chr15:45277581-45280940",1,0
"chr15:44534491-44539855_chr15:45375095-45380113",0,1
"chr15:44534491-44539855_chr15:45584509-45591160",0,1
"chr15:44661058-44665265_chr15:45020325-45029892",0,1
"chr15:44661058-44665265_chr15:45105511-45120436",1,0
"chr15:44661058-44665265_chr15:45196890-45202578",0,1
"chr15:44661058-44665265_chr15:45400525-45405692",0,1
"chr15:44661058-44665265_chr15:45584509-45591160",0,1
"chr15:44782724-44786155_chr15:45196890-45202578",0,1
"chr15:45004540-45010039_chr15:45277581-45280940",1,0
"chr15:45020325-45029892_chr15:45453809-45464110",1,0
"chr15:45020325-45029892_chr15:45520294-45524585",0,1
"chr15:45105511-45120436_chr15:45126955-45131759",1,1
"chr15:45105511-45120436_chr15:45184402-45189784",0,1
"chr15:45105511-45120436_chr15:45196890-45202578",0,1
"chr15:45105511-45120436_chr15:45238448-45244713",1,0
"chr15:45105511-45120436_chr15:45277581-45280940",0,1
"chr15:45105511-45120436_chr15:45375095-45380113",0,1
"chr15:45105511-45120436_chr15:45400525-45405692",1,1
"chr15:45105511-45120436_chr15:45453809-45464110",0,1
"chr15:45105511-45120436_chr15:45520294-45524585",0,1
"chr15:45105511-45120436_chr15:45584509-45591160",1,1
"chr15:45105511-45120436_chr15:45633613-45639403",0,1
"chr15:45126955-45131759_chr15:45400525-45405692",1,1
"chr15:45126955-45131759_chr15:45453809-45464110",0,1
"chr15:45126955-45131759_chr15:45584509-45591160",0,1
"chr15:45164868-45168546_chr15:45184402-45189784",1,1
"chr15:45164868-45168546_chr15:45196890-45202578",1,1
"chr15:45164868-45168546_chr15:45277581-45280940",0,1
"chr15:45164868-45168546_chr15:45375095-45380113",0,1
"chr15:45164868-45168546_chr15:45400525-45405692",0,1
"chr15:45164868-45168546_chr15:45453809-45464110",0,1
"chr15:45164868-45168546_chr15:45633613-45639403",0,1
"chr15:45184402-45189784_chr15:45196890-45202578",1,1
"chr15:45184402-45189784_chr15:45400525-45405692",1,1
"chr15:45184402-45189784_chr15:45453809-45464110",1,0
"chr15:45184402-45189784_chr15:45520294-45524585",0,1
"chr15:45184402-45189784_chr15:45584509-45591160",1,1
"chr15:45196890-45202578_chr15:45277581-45280940",1,1
"chr15:45196890-45202578_chr15:45324903-45328431",0,1
"chr15:45196890-45202578_chr15:45375095-45380113",0,1
"chr15:45196890-45202578_chr15:45400525-45405692",1,1
"chr15:45196890-45202578_chr15:45429465-45431532",0,1
"chr15:45196890-45202578_chr15:45453809-45464110",1,1
"chr15:45196890-45202578_chr15:45520294-45524585",0,1
"chr15:45196890-45202578_chr15:45584509-45591160",0,1
"chr15:45196890-45202578_chr15:45633613-45639403",0,1
"chr15:45233576-45236858_chr15:45238448-45244713",1,0
"chr15:45238448-45244713_chr15:45400525-45405692",1,0
"chr15:45277581-45280940_chr15:45375095-45380113",0,1
"chr15:45277581-45280940_chr15:45400525-45405692",1,1
"chr15:45277581-45280940_chr15:45453809-45464110",0,1
"chr15:45277581-45280940_chr15:45584509-45591160",0,1
"chr15:45295678-45299317_chr15:45400525-45405692",1,0
"chr15:45295678-45299317_chr15:45453809-45464110",1,0
"chr15:45375095-45380113_chr15:45400525-45405692",0,1
"chr15:45375095-45380113_chr15:45453809-45464110",0,1
"chr15:45375095-45380113_chr15:45520294-45524585",0,1
"chr15:45375095-45380113_chr15:45584509-45591160",0,1
"chr15:45375095-45380113_chr15:45633613-45639403",0,1
"chr15:45400525-45405692_chr15:45453809-45464110",1,1
"chr15:45400525-45405692_chr15:45520294-45524585",1,1
"chr15:45400525-45405692_chr15:45584509-45591160",1,1
"chr15:45400525-45405692_chr15:45622902-45629481",1,0
"chr15:45400525-45405692_chr15:45633613-45639403",1,1
"chr15:45429465-45431532_chr15:45453809-45464110",1,1
"chr15:45429465-45431532_chr15:45584509-45591160",1,1
"chr15:45453809-45464110_chr15:45520294-45524585",1,1
"chr15:45453809-45464110_chr15:45584509-45591160",1,1
"chr15:45453809-45464110_chr15:45633613-45639403",0,1
"chr15:45520294-45524585_chr15:45584509-45591160",1,1
"chr15:45520294-45524585_chr15:45633613-45639403",0,1
"chr15:45584509-45591160_chr15:45633613-45639403",1,1
"chr15:45584509-45591160_chr15:47180739-47187715",0,1
"chr15:47157748-47160531_chr15:48329149-48335321",0,1
"chr15:47157748-47160531_chr15:48640658-48647801",0,1
"chr15:47180739-47187715_chr15:47472172-47474179",0,1
"chr15:47180739-47187715_chr15:47714739-47726438",1,1
"chr15:47180739-47187715_chr15:48172811-48180536",0,1
"chr15:47180739-47187715_chr15:48280344-48286995",0,1
"chr15:47180739-47187715_chr15:48329149-48335321",1,1
"chr15:47180739-47187715_chr15:48947616-48965485",0,1
"chr15:47180739-47187715_chr15:49041389-49047728",0,1
"chr15:47272651-47279917_chr15:47714739-47726438",1,1
"chr15:47472172-47474179_chr15:47714739-47726438",0,1
"chr15:47714739-47726438_chr15:47901808-47905556",1,1
"chr15:47714739-47726438_chr15:48058236-48063227",0,1
"chr15:47714739-47726438_chr15:48084842-48090642",0,1
"chr15:47714739-47726438_chr15:48172811-48180536",0,1
"chr15:47714739-47726438_chr15:48280344-48286995",0,1
"chr15:47714739-47726438_chr15:48329149-48335321",0,1
"chr15:47714739-47726438_chr15:48540804-48544872",0,1
"chr15:47714739-47726438_chr15:48947616-48965485",0,1
"chr15:48044889-48048583_chr15:48172811-48180536",0,1
"chr15:48044889-48048583_chr15:48329149-48335321",0,1
"chr15:48058236-48063227_chr15:48172811-48180536",0,1
"chr15:48058236-48063227_chr15:48280344-48286995",0,1
"chr15:48058236-48063227_chr15:48329149-48335321",1,0
"chr15:48084842-48090642_chr15:48172811-48180536",0,1
"chr15:48084842-48090642_chr15:48329149-48335321",0,1
"chr15:48172811-48180536_chr15:48190242-48193167",1,1
"chr15:48172811-48180536_chr15:48280344-48286995",0,1
"chr15:48172811-48180536_chr15:48329149-48335321",0,1
"chr15:48172811-48180536_chr15:48640658-48647801",0,1
"chr15:48172811-48180536_chr15:49041389-49047728",0,1
"chr15:48172811-48180536_chr15:49169207-49172777",0,1
"chr15:48190242-48193167_chr15:48329149-48335321",1,1
"chr15:48280344-48286995_chr15:48329149-48335321",0,1
"chr15:48280344-48286995_chr15:48640658-48647801",0,1
"chr15:48329149-48335321_chr15:48540804-48544872",0,1
"chr15:48329149-48335321_chr15:48640658-48647801",0,1
"chr15:48329149-48335321_chr15:48808368-48812889",0,1
"chr15:48329149-48335321_chr15:48924568-48931199",0,1
"chr15:48329149-48335321_chr15:48947616-48965485",0,1
"chr15:48329149-48335321_chr15:48969471-48978758",0,1
"chr15:48329149-48335321_chr15:49169207-49172777",0,1
"chr15:48357553-48359561_chr15:48640658-48647801",0,1
"chr15:48357553-48359561_chr15:48808368-48812889",0,1
"chr15:48357553-48359561_chr15:48924568-48931199",0,1
"chr15:48357553-48359561_chr15:49151845-49158750",0,1
"chr15:48540804-48544872_chr15:48640658-48647801",0,1
"chr15:48540804-48544872_chr15:48808368-48812889",0,1
"chr15:48640658-48647801_chr15:48808368-48812889",0,1
"chr15:48640658-48647801_chr15:48876804-48881695",1,1
"chr15:48640658-48647801_chr15:48947616-48965485",1,1
"chr15:48640658-48647801_chr15:48969471-48978758",1,0
"chr15:48640658-48647801_chr15:49041389-49047728",0,1
"chr15:48640658-48647801_chr15:49151845-49158750",1,1
"chr15:48808368-48812889_chr15:48924568-48931199",0,1
"chr15:48808368-48812889_chr15:48947616-48965485",0,1
"chr15:48808368-48812889_chr15:49041389-49047728",0,1
"chr15:48808368-48812889_chr15:49151845-49158750",1,1
"chr15:48808368-48812889_chr15:49169207-49172777",0,1
"chr15:48808368-48812889_chr15:49617996-49626610",0,1
"chr15:48876804-48881695_chr15:48895903-48899867",0,1
"chr15:48876804-48881695_chr15:48924568-48931199",0,1
"chr15:48876804-48881695_chr15:48947616-48965485",1,1
"chr15:48876804-48881695_chr15:48969471-48978758",0,1
"chr15:48876804-48881695_chr15:49041389-49047728",1,1
"chr15:48876804-48881695_chr15:49151845-49158750",0,1
"chr15:48876804-48881695_chr15:49169207-49172777",1,0
"chr15:48876804-48881695_chr15:50422891-50427587",0,1
"chr15:48895903-48899867_chr15:48924568-48931199",0,1
"chr15:48895903-48899867_chr15:48947616-48965485",0,1
"chr15:48895903-48899867_chr15:48969471-48978758",0,1
"chr15:48895903-48899867_chr15:49041389-49047728",0,1
"chr15:48895903-48899867_chr15:49151845-49158750",0,1
"chr15:48895903-48899867_chr15:49169207-49172777",0,1
"chr15:48924568-48931199_chr15:48947616-48965485",0,1
"chr15:48924568-48931199_chr15:49041389-49047728",0,1
"chr15:48924568-48931199_chr15:49169207-49172777",0,1
"chr15:48924568-48931199_chr15:50349229-50358431",0,1
"chr15:48947616-48965485_chr15:48969471-48978758",1,1
"chr15:48947616-48965485_chr15:49041389-49047728",0,1
"chr15:48947616-48965485_chr15:49151845-49158750",0,1
"chr15:48947616-48965485_chr15:49169207-49172777",1,1
"chr15:48947616-48965485_chr15:49259031-49261958",1,0
"chr15:48947616-48965485_chr15:49617996-49626610",0,1
"chr15:48947616-48965485_chr15:50422891-50427587",0,1
"chr15:48969471-48978758_chr15:49041389-49047728",0,1
"chr15:48969471-48978758_chr15:49151845-49158750",0,1
"chr15:48969471-48978758_chr15:49169207-49172777",0,1
"chr15:49041389-49047728_chr15:49151845-49158750",1,1
"chr15:49041389-49047728_chr15:49169207-49172777",0,1
"chr15:49041389-49047728_chr15:49617996-49626610",0,1
"chr15:49041389-49047728_chr15:50349229-50358431",0,1
"chr15:49041389-49047728_chr15:50422891-50427587",1,0
"chr15:49041389-49047728_chr15:50905855-50911426",0,1
"chr15:49151845-49158750_chr15:49169207-49172777",1,1
"chr15:49151845-49158750_chr15:49617996-49626610",0,1
"chr15:49151845-49158750_chr15:50180397-50184461",0,1
"chr15:49151845-49158750_chr15:50349229-50358431",0,1
"chr15:49151845-49158750_chr15:50762357-50767426",0,1
"chr15:49151845-49158750_chr15:50905855-50911426",0,1
"chr15:49169207-49172777_chr15:49617996-49626610",0,1
"chr15:49169207-49172777_chr15:50349229-50358431",0,1
"chr15:49617996-49626610_chr15:49894399-49896682",0,1
"chr15:49617996-49626610_chr15:50349229-50358431",0,1
"chr15:49617996-49626610_chr15:50422891-50427587",0,1
"chr15:49617996-49626610_chr15:50762357-50767426",0,1
"chr15:50180397-50184461_chr15:50349229-50358431",0,1
"chr15:50180397-50184461_chr15:50422891-50427587",1,0
"chr15:50180397-50184461_chr15:50905855-50911426",1,0
"chr15:50349229-50358431_chr15:50422891-50427587",1,1
"chr15:50349229-50358431_chr15:50683412-50688898",0,1
"chr15:50349229-50358431_chr15:50762357-50767426",1,1
"chr15:50349229-50358431_chr15:50905855-50911426",1,1
"chr15:50349229-50358431_chr15:51828582-51833548",1,0
"chr15:50349229-50358431_chr15:52017612-52025895",0,1
"chr15:50422891-50427587_chr15:50762357-50767426",0,1
"chr15:50422891-50427587_chr15:50905855-50911426",1,1
"chr15:50683412-50688898_chr15:50762357-50767426",1,1
"chr15:50683412-50688898_chr15:50876074-50878498",0,1
"chr15:50683412-50688898_chr15:50905855-50911426",1,1
"chr15:50683412-50688898_chr15:51159626-51164716",0,1
"chr15:50683412-50688898_chr15:51261242-51268941",0,1
"chr15:50683412-50688898_chr15:51340259-51343713",0,1
"chr15:50683412-50688898_chr15:52675895-52681187",0,1
"chr15:50762357-50767426_chr15:50876074-50878498",0,1
"chr15:50762357-50767426_chr15:50905855-50911426",1,1
"chr15:50762357-50767426_chr15:50970487-50973990",1,0
"chr15:50762357-50767426_chr15:51092380-51096801",0,1
"chr15:50762357-50767426_chr15:51281687-51285312",0,1
"chr15:50876074-50878498_chr15:50905855-50911426",0,1
"chr15:50905855-50911426_chr15:51092380-51096801",0,1
"chr15:50905855-50911426_chr15:51159626-51164716",0,1
"chr15:50905855-50911426_chr15:52650184-52654488",0,1
"chr15:51092380-51096801_chr15:51261242-51268941",1,0
"chr15:51092380-51096801_chr15:52176169-52181526",0,1
"chr15:51159626-51164716_chr15:51261242-51268941",0,1
"chr15:51159626-51164716_chr15:51352677-51355548",0,1
"chr15:51261242-51268941_chr15:51281687-51285312",0,1
"chr15:51261242-51268941_chr15:51340259-51343713",1,1
"chr15:51261242-51268941_chr15:52176169-52181526",0,1
"chr15:51261242-51268941_chr15:52524662-52530895",0,1
"chr15:51281687-51285312_chr15:51618140-51624602",0,1
"chr15:51340259-51343713_chr15:51734690-51739499",0,1
"chr15:51352677-51355548_chr15:51618140-51624602",0,1
"chr15:51352677-51355548_chr15:52782497-52808150",0,1
"chr15:51618140-51624602_chr15:51679324-51683172",0,1
"chr15:51618140-51624602_chr15:51734690-51739499",1,1
"chr15:51618140-51624602_chr15:51748743-51753534",0,1
"chr15:51618140-51624602_chr15:51828582-51833548",0,1
"chr15:51618140-51624602_chr15:51966821-51973297",1,1
"chr15:51618140-51624602_chr15:51980694-51982976",0,1
"chr15:51618140-51624602_chr15:52017612-52025895",0,1
"chr15:51618140-51624602_chr15:52176169-52181526",1,1
"chr15:51618140-51624602_chr15:52256431-52264364",0,1
"chr15:51618140-51624602_chr15:52782497-52808150",0,1
"chr15:51679324-51683172_chr15:51734690-51739499",1,1
"chr15:51679324-51683172_chr15:51748743-51753534",0,1
"chr15:51679324-51683172_chr15:51828582-51833548",0,1
"chr15:51679324-51683172_chr15:51966821-51973297",0,1
"chr15:51679324-51683172_chr15:52009876-52012976",0,1
"chr15:51679324-51683172_chr15:52176169-52181526",0,1
"chr15:51679324-51683172_chr15:52675895-52681187",0,1
"chr15:51734690-51739499_chr15:51748743-51753534",1,1
"chr15:51734690-51739499_chr15:51828582-51833548",1,1
"chr15:51734690-51739499_chr15:51966821-51973297",0,1
"chr15:51734690-51739499_chr15:51980694-51982976",0,1
"chr15:51734690-51739499_chr15:52017612-52025895",1,1
"chr15:51734690-51739499_chr15:52176169-52181526",0,1
"chr15:51734690-51739499_chr15:52557645-52570615",0,1
"chr15:51734690-51739499_chr15:52675895-52681187",0,1
"chr15:51748743-51753534_chr15:51828582-51833548",1,1
"chr15:51748743-51753534_chr15:51966821-51973297",0,1
"chr15:51748743-51753534_chr15:52782497-52808150",1,0
"chr15:51828582-51833548_chr15:51966821-51973297",0,1
"chr15:51828582-51833548_chr15:52017612-52025895",0,1
"chr15:51828582-51833548_chr15:52176169-52181526",0,1
"chr15:51828582-51833548_chr15:52292996-52297316",1,0
"chr15:51828582-51833548_chr15:52675895-52681187",0,1
"chr15:51828582-51833548_chr15:52782497-52808150",0,1
"chr15:51966821-51973297_chr15:51980694-51982976",0,1
"chr15:51966821-51973297_chr15:52017612-52025895",0,1
"chr15:51966821-51973297_chr15:52101952-52104449",0,1
"chr15:51966821-51973297_chr15:52176169-52181526",0,1
"chr15:51966821-51973297_chr15:52524662-52530895",0,1
"chr15:51980694-51982976_chr15:52017612-52025895",0,1
"chr15:51980694-51982976_chr15:52176169-52181526",0,1
"chr15:51980694-51982976_chr15:52675895-52681187",0,1
"chr15:52009876-52012976_chr15:52176169-52181526",0,1
"chr15:52017612-52025895_chr15:52176169-52181526",0,1
"chr15:52017612-52025895_chr15:52557645-52570615",0,1
"chr15:52176169-52181526_chr15:52292996-52297316",1,1
"chr15:52176169-52181526_chr15:52524662-52530895",0,1
"chr15:52176169-52181526_chr15:52675895-52681187",0,1
"chr15:52176169-52181526_chr15:52782497-52808150",0,1
"chr15:52256431-52264364_chr15:52524662-52530895",1,1
"chr15:52256431-52264364_chr15:52557645-52570615",0,1
"chr15:52256431-52264364_chr15:52675895-52681187",0,1
"chr15:52256431-52264364_chr15:52782497-52808150",1,1
"chr15:52292996-52297316_chr15:52524662-52530895",1,1
"chr15:52292996-52297316_chr15:52650184-52654488",0,1
"chr15:52292996-52297316_chr15:52782497-52808150",0,1
"chr15:52524662-52530895_chr15:52557645-52570615",1,1
"chr15:52524662-52530895_chr15:52675895-52681187",1,0
"chr15:52524662-52530895_chr15:52782497-52808150",0,1
"chr15:52557645-52570615_chr15:52650184-52654488",0,1
"chr15:52557645-52570615_chr15:52675895-52681187",1,1
"chr15:52557645-52570615_chr15:52782497-52808150",0,1
"chr15:52650184-52654488_chr15:52675895-52681187",1,1
"chr15:52650184-52654488_chr15:52782497-52808150",0,1
"chr15:52675895-52681187_chr15:52782497-52808150",1,1
"chr15:52675895-52681187_chr15:53196259-53198565",0,1
"chr15:52782497-52808150_chr15:53182839-53186036",1,0
"chr15:52782497-52808150_chr15:53196259-53198565",1,1
"chr15:52782497-52808150_chr15:53519698-53522083",0,1
"chr15:55194119-55199734_chr15:55286755-55291500",1,1
"chr15:55194119-55199734_chr15:55316224-55321351",1,0
"chr15:55194119-55199734_chr15:55406194-55410130",0,1
"chr15:55194119-55199734_chr15:55496377-55499832",0,1
"chr15:55194119-55199734_chr15:55585257-55590218",0,1
"chr15:55194119-55199734_chr15:55739533-55745420",0,1
"chr15:55194119-55199734_chr15:55989225-55995628",0,1
"chr15:55265362-55269059_chr15:55286755-55291500",1,0
"chr15:55286755-55291500_chr15:55316224-55321351",0,1
"chr15:55286755-55291500_chr15:55406194-55410130",1,1
"chr15:55286755-55291500_chr15:55443612-55448859",1,0
"chr15:55286755-55291500_chr15:55496377-55499832",0,1
"chr15:55286755-55291500_chr15:55585257-55590218",1,1
"chr15:55286755-55291500_chr15:55739533-55745420",0,1
"chr15:55316224-55321351_chr15:55585257-55590218",0,1
"chr15:55496377-55499832_chr15:55585257-55590218",0,1
"chr15:55496377-55499832_chr15:55739533-55745420",0,1
"chr15:55496377-55499832_chr15:55989225-55995628",0,1
"chr15:55585257-55590218_chr15:55739533-55745420",0,1
"chr15:55585257-55590218_chr15:55989225-55995628",0,1
"chr15:55585257-55590218_chr15:56240445-56246830",0,1
"chr15:55585257-55590218_chr15:56915873-56924142",1,0
"chr15:55739533-55745420_chr15:55910620-55918856",1,1
"chr15:55739533-55745420_chr15:55989225-55995628",0,1
"chr15:55739533-55745420_chr15:56240445-56246830",0,1
"chr15:55910620-55918856_chr15:55989225-55995628",0,1
"chr15:55910620-55918856_chr15:56240445-56246830",0,1
"chr15:55910620-55918856_chr15:56462225-56470153",1,0
"chr15:55989225-55995628_chr15:56005236-56008734",1,1
"chr15:55989225-55995628_chr15:56240445-56246830",0,1
"chr15:55989225-55995628_chr15:56915873-56924142",0,1
"chr15:55989225-55995628_chr15:57212086-57242577",0,1
"chr15:56005236-56008734_chr15:56240445-56246830",0,1
"chr15:56240445-56246830_chr15:56363873-56368465",0,1
"chr15:56240445-56246830_chr15:56462225-56470153",0,1
"chr15:56240445-56246830_chr15:56804173-56808839",0,1
"chr15:56240445-56246830_chr15:56885958-56889358",0,1
"chr15:56240445-56246830_chr15:56915873-56924142",0,1
"chr15:56240445-56246830_chr15:57026620-57029883",0,1
"chr15:56240445-56246830_chr15:57142773-57157578",0,1
"chr15:56240445-56246830_chr15:57212086-57242577",0,1
"chr15:56240445-56246830_chr15:58063858-58067405",0,1
"chr15:56462225-56470153_chr15:56804173-56808839",0,1
"chr15:56462225-56470153_chr15:57142773-57157578",0,1
"chr15:56462225-56470153_chr15:57212086-57242577",0,1
"chr15:56730145-56735538_chr15:56804173-56808839",0,1
"chr15:56730145-56735538_chr15:56885958-56889358",1,0
"chr15:56730145-56735538_chr15:56915873-56924142",0,1
"chr15:56730145-56735538_chr15:57212086-57242577",0,1
"chr15:56804173-56808839_chr15:56885958-56889358",0,1
"chr15:56804173-56808839_chr15:56915873-56924142",0,1
"chr15:56804173-56808839_chr15:57142773-57157578",0,1
"chr15:56804173-56808839_chr15:57212086-57242577",0,1
"chr15:56804173-56808839_chr15:57305121-57310237",0,1
"chr15:56804173-56808839_chr15:57705383-57709494",0,1
"chr15:56870551-56873414_chr15:56885958-56889358",0,1
"chr15:56870551-56873414_chr15:56915873-56924142",0,1
"chr15:56870551-56873414_chr15:57212086-57242577",0,1
"chr15:56870551-56873414_chr15:57305121-57310237",0,1
"chr15:56885958-56889358_chr15:56915873-56924142",1,1
"chr15:56885958-56889358_chr15:57131152-57137542",0,1
"chr15:56885958-56889358_chr15:57142773-57157578",0,1
"chr15:56885958-56889358_chr15:57196145-57204966",0,1
"chr15:56885958-56889358_chr15:57212086-57242577",1,1
"chr15:56885958-56889358_chr15:57249530-57260937",0,1
"chr15:56885958-56889358_chr15:57305121-57310237",0,1
"chr15:56915873-56924142_chr15:57026620-57029883",0,1
"chr15:56915873-56924142_chr15:57034267-57036766",0,1
"chr15:56915873-56924142_chr15:57037351-57040171",0,1
"chr15:56915873-56924142_chr15:57041313-57044179",0,1
"chr15:56915873-56924142_chr15:57116915-57120378",0,1
"chr15:56915873-56924142_chr15:57122590-57125935",0,1
"chr15:56915873-56924142_chr15:57127077-57128805",0,1
