chr.x	start.x	end.x	chr.y	start.y	end.y	hAstro	U3028	loopWidth	mango.FDR	mango.P	loopID	total_counts
187540	chr15	59369454	59374535	chr15	59436230	59440200	0	6	66220	0	0	chr15:59369454-59374535_chr15:59436230-59440200	6
187541	chr15	59369454	59374535	chr15	59654755	59658913	0	2	284839	0	0	chr15:59369454-59374535_chr15:59654755-59658913	2
187542	chr15	59369454	59374535	chr15	59685490	59691994	0	1	316747	2.98005455928501e-14	5.10702591327572e-15	chr15:59369454-59374535_chr15:59685490-59691994	1
187543	chr15	59369454	59374535	chr15	60369216	60381387	0	0	1003307	2.87519497338897e-08	8.12698019991842e-09	chr15:59369454-59374535_chr15:60369216-60381387	0
187544	chr15	59369454	59374535	chr15	60383922	60400815	0	1	1020374	0	0	chr15:59369454-59374535_chr15:60383922-60400815	1
187545	chr15	59436230	59440200	chr15	59654755	59658913	0	0	218619	2.74643352126135e-08	7.74097475009228e-09	chr15:59436230-59440200_chr15:59654755-59658913	0
187546	chr15	59436230	59440200	chr15	59685490	59691994	0	0	250527	1.25408336954997e-08	3.37257366478383e-09	chr15:59436230-59440200_chr15:59685490-59691994	0
187547	chr15	59436230	59440200	chr15	60475207	60481253	0	0	1040015	1.4990874641107e-05	6.28316730444389e-06	chr15:59436230-59440200_chr15:60475207-60481253	0
187548	chr15	59564538	59567934	chr15	59685490	59691994	0	0	122506	3.65498896483657e-06	1.31463595853809e-06	chr15:59564538-59567934_chr15:59685490-59691994	0
187549	chr15	59654755	59658913	chr15	59685490	59691994	0	5	31908	0	0	chr15:59654755-59658913_chr15:59685490-59691994	5
187550	chr15	59654755	59658913	chr15	59992405	60012071	0	0	345404	0.000113114478567137	6.0218317096572e-05	chr15:59654755-59658913_chr15:59992405-60012071	0
187551	chr15	59654755	59658913	chr15	60114990	60120198	0	0	460760	6.28160780406908e-05	3.14236704128668e-05	chr15:59654755-59658913_chr15:60114990-60120198	0
187552	chr15	59654755	59658913	chr15	60321127	60327808	0	0	667633	8.59968222182682e-08	2.59603525343266e-08	chr15:59654755-59658913_chr15:60321127-60327808	0
187553	chr15	59654755	59658913	chr15	60369216	60381387	0	0	718467	1.13478451028385e-10	2.53551624140869e-11	chr15:59654755-59658913_chr15:60369216-60381387	0
187554	chr15	59654755	59658913	chr15	60383922	60400815	1	1	735534	0	0	chr15:59654755-59658913_chr15:60383922-60400815	2
187555	chr15	59654755	59658913	chr15	60475207	60481253	0	0	821396	0	0	chr15:59654755-59658913_chr15:60475207-60481253	0
187556	chr15	59654755	59658913	chr15	60568753	60571374	0	0	913229	1.78837338964156e-05	7.67220035080562e-06	chr15:59654755-59658913_chr15:60568753-60571374	0
187557	chr15	59654755	59658913	chr15	60588218	60594204	0	0	934377	1.73182229020216e-05	7.39780068426121e-06	chr15:59654755-59658913_chr15:60588218-60594204	0
187558	chr15	59685490	59691994	chr15	59884954	59887805	0	0	197637	0.000477278819925977	0.000283037309438461	chr15:59685490-59691994_chr15:59884954-59887805	0
187559	chr15	59685490	59691994	chr15	59992405	60012071	2	2	313496	0	0	chr15:59685490-59691994_chr15:59992405-60012071	4
187560	chr15	59685490	59691994	chr15	60114990	60120198	0	1	428852	0	0	chr15:59685490-59691994_chr15:60114990-60120198	1
187561	chr15	59685490	59691994	chr15	60126287	60129553	0	2	439178	0	0	chr15:59685490-59691994_chr15:60126287-60129553	2
187562	chr15	59685490	59691994	chr15	60297935	60304573	0	2	612512	0	0	chr15:59685490-59691994_chr15:60297935-60304573	2
187563	chr15	59685490	59691994	chr15	60321127	60327808	0	0	635725	0	0	chr15:59685490-59691994_chr15:60321127-60327808	0
187564	chr15	59685490	59691994	chr15	60352896	60354540	0	0	664976	3.11424845310785e-05	1.43290375218541e-05	chr15:59685490-59691994_chr15:60352896-60354540	0
187565	chr15	59685490	59691994	chr15	60369216	60381387	0	2	686559	0	0	chr15:59685490-59691994_chr15:60369216-60381387	2
187566	chr15	59685490	59691994	chr15	60383922	60400815	0	5	703626	0	0	chr15:59685490-59691994_chr15:60383922-60400815	5
187567	chr15	59685490	59691994	chr15	60475207	60481253	2	0	789488	0	0	chr15:59685490-59691994_chr15:60475207-60481253	2
187568	chr15	59685490	59691994	chr15	60588218	60594204	0	1	902469	0	0	chr15:59685490-59691994_chr15:60588218-60594204	1
187569	chr15	59685490	59691994	chr15	61225395	61231445	0	2	1539678	0	0	chr15:59685490-59691994_chr15:61225395-61231445	2
187570	chr15	59801924	59805035	chr15	59992405	60012071	0	0	198758	0.000462809435755445	0.000273990530596624	chr15:59801924-59805035_chr15:59992405-60012071	0
187571	chr15	59884954	59887805	chr15	59992405	60012071	0	0	115858	4.78986455696864e-09	1.22089427456729e-09	chr15:59884954-59887805_chr15:59992405-60012071	0
187572	chr15	59884954	59887805	chr15	60369216	60381387	0	0	488922	5.57597199532132e-05	2.75221086921684e-05	chr15:59884954-59887805_chr15:60369216-60381387	0
187573	chr15	59992405	60012071	chr15	60114990	60120198	0	4	115356	0	0	chr15:59992405-60012071_chr15:60114990-60120198	4
187574	chr15	59992405	60012071	chr15	60126287	60129553	1	2	125682	0	0	chr15:59992405-60012071_chr15:60126287-60129553	3
187575	chr15	59992405	60012071	chr15	60136764	60140546	0	0	136417	1.28543502391837e-08	3.46168493869925e-09	chr15:59992405-60012071_chr15:60136764-60140546	0
187576	chr15	59992405	60012071	chr15	60154179	60156931	0	0	153317	1.39863869458367e-15	2.22044604925031e-16	chr15:59992405-60012071_chr15:60154179-60156931	0
187577	chr15	59992405	60012071	chr15	60202013	60205988	0	0	201762	1.07143261775698e-12	2.03392858111329e-13	chr15:59992405-60012071_chr15:60202013-60205988	0
187578	chr15	59992405	60012071	chr15	60297935	60304573	0	1	299016	0	0	chr15:59992405-60012071_chr15:60297935-60304573	1
187579	chr15	59992405	60012071	chr15	60321127	60327808	2	0	322229	0	0	chr15:59992405-60012071_chr15:60321127-60327808	2
187580	chr15	59992405	60012071	chr15	60369216	60381387	0	4	373063	0	0	chr15:59992405-60012071_chr15:60369216-60381387	4
187581	chr15	59992405	60012071	chr15	60383922	60400815	1	1	390130	0	0	chr15:59992405-60012071_chr15:60383922-60400815	2
187582	chr15	59992405	60012071	chr15	60475207	60481253	0	0	475992	0	0	chr15:59992405-60012071_chr15:60475207-60481253	0
187583	chr15	59992405	60012071	chr15	60588218	60594204	1	0	588973	0	0	chr15:59992405-60012071_chr15:60588218-60594204	1
187584	chr15	60114990	60120198	chr15	60383922	60400815	0	1	274774	1.48960199506946e-06	5.18676777971905e-07	chr15:60114990-60120198_chr15:60383922-60400815	1
187585	chr15	60114990	60120198	chr15	60475207	60481253	0	1	360636	0.000102570404489175	5.40658746652767e-05	chr15:60114990-60120198_chr15:60475207-60481253	1
187586	chr15	60126287	60129553	chr15	60383922	60400815	0	0	264448	8.64910300035943e-09	2.27702656729889e-09	chr15:60126287-60129553_chr15:60383922-60400815	0
187587	chr15	60126287	60129553	chr15	60475207	60481253	0	0	350310	6.11029526738084e-07	2.04871399622775e-07	chr15:60126287-60129553_chr15:60475207-60481253	0
187588	chr15	60126287	60129553	chr15	60588218	60594204	0	0	463291	6.13787988899754e-05	3.0626719496829e-05	chr15:60126287-60129553_chr15:60588218-60594204	0
187589	chr15	60154179	60156931	chr15	60383922	60400815	0	0	236813	0.000279511296528038	0.000160277553090449	chr15:60154179-60156931_chr15:60383922-60400815	0
187590	chr15	60154179	60156931	chr15	61225395	61231445	0	0	1072865	1.39122467327789e-05	5.77379305211068e-06	chr15:60154179-60156931_chr15:61225395-61231445	0
187591	chr15	60202013	60205988	chr15	60383922	60400815	0	0	188368	0.0005483887231356	0.000327667315071944	chr15:60202013-60205988_chr15:60383922-60400815	0
187592	chr15	60202013	60205988	chr15	62057588	62062689	0	0	1856138	4.80278087407253e-09	1.22438947869341e-09	chr15:60202013-60205988_chr15:62057588-62062689	0
187593	chr15	60297935	60304573	chr15	60475207	60481253	0	1	176976	4.05768554727173e-12	7.99915689242425e-13	chr15:60297935-60304573_chr15:60475207-60481253	1
187594	chr15	60297935	60304573	chr15	60568753	60571374	0	0	268809	0.000197937938474753	0.000110620714212972	chr15:60297935-60304573_chr15:60568753-60571374	0
187595	chr15	60297935	60304573	chr15	60588218	60594204	0	0	289957	0.000165711528483885	9.1268356216645e-05	chr15:60297935-60304573_chr15:60588218-60594204	0
187596	chr15	60321127	60327808	chr15	60383922	60400815	0	0	67901	0.00124125437605126	0.000769092832225482	chr15:60321127-60327808_chr15:60383922-60400815	0
187597	chr15	60321127	60327808	chr15	60475207	60481253	1	0	153762	1.48472396766212e-13	2.66453525910038e-14	chr15:60321127-60327808_chr15:60475207-60481253	1
187598	chr15	60321127	60327808	chr15	60588218	60594204	0	0	266743	0.000204822547231148	0.000114781311059686	chr15:60321127-60327808_chr15:60588218-60594204	0
187599	chr15	60369216	60381387	chr15	60383922	60400815	0	39	17067	0	0	chr15:60369216-60381387_chr15:60383922-60400815	39
187600	chr15	60369216	60381387	chr15	60475207	60481253	0	9	102928	0	0	chr15:60369216-60381387_chr15:60475207-60481253	9
187601	chr15	60369216	60381387	chr15	61225395	61231445	0	1	853118	2.02336031127826e-05	8.82242475797046e-06	chr15:60369216-60381387_chr15:61225395-61231445	1
187602	chr15	60369216	60381387	chr15	62057588	62062689	0	0	1684837	6.33404128302129e-09	1.63959135157654e-09	chr15:60369216-60381387_chr15:62057588-62062689	0
187603	chr15	60383922	60400815	chr15	60475207	60481253	6	27	85861	0	0	chr15:60383922-60400815_chr15:60475207-60481253	33
187604	chr15	60383922	60400815	chr15	60568753	60571374	0	0	177695	0.000670596124839954	0.000404739560804113	chr15:60383922-60400815_chr15:60568753-60571374	0
187605	chr15	60383922	60400815	chr15	60588218	60594204	0	1	198842	2.58155959517706e-10	5.95558047322697e-11	chr15:60383922-60400815_chr15:60588218-60594204	1
187606	chr15	60383922	60400815	chr15	60605151	60607279	0	0	213846	0.000374131808072836	0.000218680511712033	chr15:60383922-60400815_chr15:60605151-60607279	0
187607	chr15	60383922	60400815	chr15	61204295	61206846	0	0	813202	2.19796083658818e-05	9.68373134457856e-06	chr15:60383922-60400815_chr15:61204295-61206846	0
187608	chr15	60383922	60400815	chr15	61225395	61231445	0	1	836051	0	0	chr15:60383922-60400815_chr15:61225395-61231445	1
187609	chr15	60383922	60400815	chr15	62057588	62062689	1	0	1667770	0	0	chr15:60383922-60400815_chr15:62057588-62062689	1
187610	chr15	60383922	60400815	chr15	62064480	62069983	0	1	1674863	6.21887104217267e-06	2.3337300134596e-06	chr15:60383922-60400815_chr15:62064480-62069983	1
187611	chr15	60383922	60400815	chr15	62387874	62393845	0	0	1998491	4.10524346675047e-09	1.03778419191514e-09	chr15:60383922-60400815_chr15:62387874-62393845	0
187612	chr15	60475207	60481253	chr15	60588218	60594204	0	4	112981	0	0	chr15:60475207-60481253_chr15:60588218-60594204	4
187613	chr15	60475207	60481253	chr15	60659080	60662282	0	1	182451	8.69568909497969e-06	3.39690601869336e-06	chr15:60475207-60481253_chr15:60659080-60662282	1
187614	chr15	60475207	60481253	chr15	61225395	61231445	1	4	750190	0	0	chr15:60475207-60481253_chr15:61225395-61231445	5
187615	chr15	60475207	60481253	chr15	62057588	62062689	1	0	1581908	0	0	chr15:60475207-60481253_chr15:62057588-62062689	1
187616	chr15	60475207	60481253	chr15	62387874	62393845	0	0	1912629	4.638528528227e-09	1.18016396655207e-09	chr15:60475207-60481253_chr15:62387874-62393845	0
187617	chr15	60588218	60594204	chr15	60751237	60753847	0	4	161331	7.01636110773663e-14	1.23234755733392e-14	chr15:60588218-60594204_chr15:60751237-60753847	4
187618	chr15	60588218	60594204	chr15	60757818	60761866	0	0	168631	0.000868915468673249	0.000530628564878843	chr15:60588218-60594204_chr15:60757818-60761866	0
187619	chr15	60588218	60594204	chr15	60803852	60806743	0	2	214086	1.46326820473568e-10	3.30144800386734e-11	chr15:60588218-60594204_chr15:60803852-60806743	2
187620	chr15	60588218	60594204	chr15	60911803	60916224	0	0	322802	0.000131596276518069	7.10469133794467e-05	chr15:60588218-60594204_chr15:60911803-60916224	0
187621	chr15	60588218	60594204	chr15	60927261	60929803	0	0	337321	0.000117292841152625	6.26396144218777e-05	chr15:60588218-60594204_chr15:60927261-60929803	0
187622	chr15	60588218	60594204	chr15	61136427	61138324	0	0	546164	3.33127452405021e-10	7.75655095708316e-11	chr15:60588218-60594204_chr15:61136427-61138324	0
187623	chr15	60588218	60594204	chr15	61204295	61206846	0	2	614359	2.11052434643728e-10	4.83101336712366e-11	chr15:60588218-60594204_chr15:61204295-61206846	2
187624	chr15	60588218	60594204	chr15	61225395	61231445	0	2	637209	0	0	chr15:60588218-60594204_chr15:61225395-61231445	2
187625	chr15	60588218	60594204	chr15	61834489	61836946	0	2	1244506	1.51661528149163e-08	4.12263578830618e-09	chr15:60588218-60594204_chr15:61834489-61836946	2
187626	chr15	60588218	60594204	chr15	62057588	62062689	0	0	1468927	7.86273120777443e-06	3.03450811645067e-06	chr15:60588218-60594204_chr15:62057588-62062689	0
187627	chr15	60588218	60594204	chr15	62064480	62069983	0	0	1476020	4.09727988390197e-15	6.66133814775094e-16	chr15:60588218-60594204_chr15:62064480-62069983	0
187628	chr15	60751237	60753847	chr15	60927261	60929803	0	0	175990	0.000693158313664409	0.000419019302028811	chr15:60751237-60753847_chr15:60927261-60929803	0
187629	chr15	60751237	60753847	chr15	61225395	61231445	0	0	475878	5.84721357415319e-05	2.90189095761839e-05	chr15:60751237-60753847_chr15:61225395-61231445	0
187630	chr15	61225395	61231445	chr15	61392851	61394959	0	0	165485	1.43978114341498e-05	6.00160620201073e-06	chr15:61225395-61231445_chr15:61392851-61394959	0
187631	chr15	61225395	61231445	chr15	61644732	61649080	0	0	418486	7.52818449179621e-05	3.84086392801741e-05	chr15:61225395-61231445_chr15:61644732-61649080	0
187632	chr15	61225395	61231445	chr15	61834489	61836946	0	1	607297	2.28295390260466e-10	5.24178478400472e-11	chr15:61225395-61231445_chr15:61834489-61836946	1
187633	chr15	61225395	61231445	chr15	62057588	62062689	0	2	831718	0	0	chr15:61225395-61231445_chr15:62057588-62062689	2
187634	chr15	61225395	61231445	chr15	62064480	62069983	0	1	838811	4.50547692102008e-08	1.30851014468192e-08	chr15:61225395-61231445_chr15:62064480-62069983	1
187635	chr15	61225395	61231445	chr15	62259072	62273508	0	0	1037870	1.45717334126514e-05	6.08375086752488e-06	chr15:61225395-61231445_chr15:62259072-62273508	0
187636	chr15	61834489	61836946	chr15	62064480	62069983	0	2	231514	0.000295060120118485	0.000169828063033006	chr15:61834489-61836946_chr15:62064480-62069983	2
187637	chr15	62057588	62062689	chr15	62064480	62069983	8	13	7093	0	0	chr15:62057588-62062689_chr15:62064480-62069983	21
187638	chr15	62057588	62062689	chr15	62162050	62166545	0	1	104159	0	0	chr15:62057588-62062689_chr15:62162050-62166545	1
187639	chr15	62057588	62062689	chr15	62206508	62219239	1	0	152735	3.01704297384447e-07	9.76804581664936e-08	chr15:62057588-62062689_chr15:62206508-62219239	1
187640	chr15	62057588	62062689	chr15	62259072	62273508	0	0	206151	0.000411945979647477	0.000242193908484012	chr15:62057588-62062689_chr15:62259072-62273508	0
187641	chr15	62057588	62062689	chr15	62317022	62322843	1	0	259794	0.000215294272852494	0.000121108524935187	chr15:62057588-62062689_chr15:62317022-62322843	1
187642	chr15	62057588	62062689	chr15	62387874	62393845	0	0	330721	7.76654521892792e-07	2.63381002452157e-07	chr15:62057588-62062689_chr15:62387874-62393845	0
187643	chr15	62057588	62062689	chr15	62604480	62609864	0	0	547033	5.49569706473882e-13	1.02473585172902e-13	chr15:62057588-62062689_chr15:62604480-62609864	0
187644	chr15	62057588	62062689	chr15	62736305	62740288	0	0	678158	3.03839666233127e-05	1.39376648078393e-05	chr15:62057588-62062689_chr15:62736305-62740288	0
187645	chr15	62057588	62062689	chr15	62757146	62760642	0	0	698755	2.84632648222419e-05	1.29505616475178e-05	chr15:62057588-62062689_chr15:62757146-62760642	0
187646	chr15	62057588	62062689	chr15	63041079	63052433	0	3	986617	0	0	chr15:62057588-62062689_chr15:63041079-63052433	3
187647	chr15	62057588	62062689	chr15	63119253	63124642	0	0	1061809	1.38455203958151e-05	5.74298027489206e-06	chr15:62057588-62062689_chr15:63119253-63124642	0
187648	chr15	62057588	62062689	chr15	63153714	63159711	0	0	1096574	2.30206195980407e-11	4.83402207152039e-12	chr15:62057588-62062689_chr15:63153714-63159711	0
187649	chr15	62057588	62062689	chr15	63184347	63195243	0	1	1129656	1.2428683722634e-05	5.08395224518843e-06	chr15:62057588-62062689_chr15:63184347-63195243	1
187650	chr15	62057588	62062689	chr15	63274977	63279552	0	0	1217126	1.08704266585946e-05	4.3679735863833e-06	chr15:62057588-62062689_chr15:63274977-63279552	0
187651	chr15	62057588	62062689	chr15	63370981	63384151	0	0	1317427	1.26595316242108e-08	3.40648598218252e-09	chr15:62057588-62062689_chr15:63370981-63384151	0
187652	chr15	62057588	62062689	chr15	63499825	63508023	0	0	1443785	8.08207852293243e-06	3.13043223132414e-06	chr15:62057588-62062689_chr15:63499825-63508023	0
187653	chr15	62064480	62069983	chr15	62162050	62166545	0	0	97066	2.85410272288952e-05	1.29913701282236e-05	chr15:62064480-62069983_chr15:62162050-62166545	0
187654	chr15	62064480	62069983	chr15	62206508	62219239	1	0	145642	5.35395547938758e-09	1.37284583701103e-09	chr15:62064480-62069983_chr15:62206508-62219239	1
187655	chr15	62064480	62069983	chr15	62259072	62273508	3	0	199058	4.30283179583692e-08	1.24646917232241e-08	chr15:62064480-62069983_chr15:62259072-62273508	3
187656	chr15	62064480	62069983	chr15	62387874	62393845	1	2	323628	0	0	chr15:62064480-62069983_chr15:62387874-62393845	3
187657	chr15	62064480	62069983	chr15	63041079	63052433	1	0	979524	2.98210760812333e-08	8.4473796846396e-09	chr15:62064480-62069983_chr15:63041079-63052433	1
187658	chr15	62117362	62122194	chr15	62387874	62393845	0	0	271081	0.000212327366491701	0.000119310464219202	chr15:62117362-62122194_chr15:62387874-62393845	0
187659	chr15	62117362	62122194	chr15	63041079	63052433	0	0	926978	1.87351166256905e-05	8.08627915160898e-06	chr15:62117362-62122194_chr15:63041079-63052433	0
187660	chr15	62117362	62122194	chr15	63153714	63159711	0	0	1036934	1.48932505098642e-05	6.2365766080319e-06	chr15:62117362-62122194_chr15:63153714-63159711	0
187661	chr15	62162050	62166545	chr15	62259072	62273508	0	0	101992	0.00288792128319495	0.00183787101649757	chr15:62162050-62166545_chr15:62259072-62273508	0
187662	chr15	62162050	62166545	chr15	62387874	62393845	0	1	226562	0.000324397879118488	0.000187905093536389	chr15:62162050-62166545_chr15:62387874-62393845	1
187663	chr15	62206508	62219239	chr15	62387874	62393845	0	0	177986	0.000679673241485378	0.00041048293959145	chr15:62206508-62219239_chr15:62387874-62393845	0
187664	chr15	62206508	62219239	chr15	63041079	63052433	0	0	833882	2.11655338100264e-05	9.28218741003128e-06	chr15:62206508-62219239_chr15:63041079-63052433	0
187665	chr15	62259072	62273508	chr15	62387874	62393845	1	1	124569	0.00011579859096812	6.17725690106319e-05	chr15:62259072-62273508_chr15:62387874-62393845	2
187666	chr15	62259072	62273508	chr15	63153714	63159711	0	1	890422	3.79862335025921e-08	1.09248432522691e-08	chr15:62259072-62273508_chr15:63153714-63159711	1
187667	chr15	62387874	62393845	chr15	62544246	62548169	0	0	155348	0	0	chr15:62387874-62393845_chr15:62544246-62548169	0
187668	chr15	62387874	62393845	chr15	62557645	62561514	0	0	168720	1.48316910611139e-05	6.20756949420986e-06	chr15:62387874-62393845_chr15:62557645-62561514	0
187669	chr15	62387874	62393845	chr15	62604480	62609864	0	0	216312	0	0	chr15:62387874-62393845_chr15:62604480-62609864	0
187670	chr15	62387874	62393845	chr15	62623842	62626428	0	0	234275	2.83909535310751e-13	5.19584375524573e-14	chr15:62387874-62393845_chr15:62623842-62626428	0
187671	chr15	62387874	62393845	chr15	62646266	62650001	0	0	257274	2.09825092379556e-06	7.40064266979701e-07	chr15:62387874-62393845_chr15:62646266-62650001	0
187672	chr15	62387874	62393845	chr15	62757146	62760642	0	1	368034	0	0	chr15:62387874-62393845_chr15:62757146-62760642	1
187673	chr15	62387874	62393845	chr15	62765623	62772372	0	0	378138	5.33428313613967e-07	1.77734301831656e-07	chr15:62387874-62393845_chr15:62765623-62772372	0
187674	chr15	62387874	62393845	chr15	62777882	62780171	0	0	388167	8.89271665062875e-05	4.6186303111373e-05	chr15:62387874-62393845_chr15:62777882-62780171	0
187675	chr15	62387874	62393845	chr15	62885270	62888847	0	0	496199	1.02817975753081e-12	1.94955163124177e-13	chr15:62387874-62393845_chr15:62885270-62888847	0
187676	chr15	62387874	62393845	chr15	62895340	62898392	0	1	506006	5.27310784815104e-05	2.58592357194054e-05	chr15:62387874-62393845_chr15:62895340-62898392	1
187677	chr15	62387874	62393845	chr15	63041079	63052433	0	5	655896	0	0	chr15:62387874-62393845_chr15:63041079-63052433	5
187678	chr15	62387874	62393845	chr15	63098038	63100800	0	0	708559	2.85018825418225e-05	1.29711433805024e-05	chr15:62387874-62393845_chr15:63098038-63100800	0
187679	chr15	62387874	62393845	chr15	63153714	63159711	0	0	765853	0	0	chr15:62387874-62393845_chr15:63153714-63159711	0
187680	chr15	62387874	62393845	chr15	63184347	63195243	0	0	798935	9.40114969717013e-14	1.66533453693773e-14	chr15:62387874-62393845_chr15:63184347-63195243	0
187681	chr15	62387874	62393845	chr15	63274977	63279552	0	0	886405	1.93043648935627e-05	8.36481691979252e-06	chr15:62387874-62393845_chr15:63274977-63279552	0
187682	chr15	62387874	62393845	chr15	63370981	63384151	0	0	986706	2.92768125843002e-08	8.28399704388971e-09	chr15:62387874-62393845_chr15:63370981-63384151	0
187683	chr15	62604480	62609864	chr15	63041079	63052433	0	0	439584	7.03106076346438e-05	3.56156561536203e-05	chr15:62604480-62609864_chr15:63041079-63052433	0
187684	chr15	62604480	62609864	chr15	63370981	63384151	0	0	770394	2.41122835870974e-05	1.07503074153747e-05	chr15:62604480-62609864_chr15:63370981-63384151	0
187685	chr15	62623842	62626428	chr15	63153714	63159711	0	0	531577	4.6933482946798e-05	2.27039635725124e-05	chr15:62623842-62626428_chr15:63153714-63159711	0
187686	chr15	62623842	62626428	chr15	64129276	64164544	0	0	1521775	7.36744302827245e-06	2.82094165082736e-06	chr15:62623842-62626428_chr15:64129276-64164544	0
187687	chr15	62646266	62650001	chr15	63153714	63159711	0	0	508579	5.23245161255658e-05	2.56347996214767e-05	chr15:62646266-62650001_chr15:63153714-63159711	0
187688	chr15	62736305	62740288	chr15	63041079	63052433	0	0	308459	1.01375585584412e-06	3.47623753671478e-07	chr15:62736305-62740288_chr15:63041079-63052433	0
187689	chr15	62757146	62760642	chr15	62885270	62888847	0	0	128164	0.00315062242826475	0.00200926975372706	chr15:62757146-62760642_chr15:62885270-62888847	0
187690	chr15	62757146	62760642	chr15	63041079	63052433	0	0	287862	5.35080183065711e-14	9.32587340685131e-15	chr15:62757146-62760642_chr15:63041079-63052433	0
187691	chr15	62757146	62760642	chr15	63119253	63124642	0	0	363053	9.99648120060866e-05	5.25518703471395e-05	chr15:62757146-62760642_chr15:63119253-63124642	0
187692	chr15	62757146	62760642	chr15	63153714	63159711	0	0	397818	8.25533334323541e-05	4.25468372617921e-05	chr15:62757146-62760642_chr15:63153714-63159711	0
187693	chr15	62757146	62760642	chr15	63184347	63195243	0	0	430901	3.10010735085995e-07	1.00510957556921e-07	chr15:62757146-62760642_chr15:63184347-63195243	0
187694	chr15	62757146	62760642	chr15	64090474	64101630	0	0	1337158	9.2991236907825e-06	3.66291209463743e-06	chr15:62757146-62760642_chr15:64090474-64101630	0
187695	chr15	62765623	62772372	chr15	63041079	63052433	0	0	277758	2.82360500835914e-11	5.97466520702028e-12	chr15:62765623-62772372_chr15:63041079-63052433	0
187696	chr15	62777882	62780171	chr15	63041079	63052433	0	0	267729	1.65004177326127e-06	5.76722467338087e-07	chr15:62777882-62780171_chr15:63041079-63052433	0
187697	chr15	62842113	62849602	chr15	63041079	63052433	0	0	200898	2.86104086035523e-10	6.62552235297653e-11	chr15:62842113-62849602_chr15:63041079-63052433	0
187698	chr15	62885270	62888847	chr15	63012863	63014704	0	0	126725	0.00343629682602418	0.00219624679480224	chr15:62885270-62888847_chr15:63012863-63014704	0
187699	chr15	62885270	62888847	chr15	63041079	63052433	0	10	159697	0	0	chr15:62885270-62888847_chr15:63041079-63052433	10
187700	chr15	62885270	62888847	chr15	63119253	63124642	0	0	234889	1.67583546359248e-08	4.58333937469746e-09	chr15:62885270-62888847_chr15:63119253-63124642	0
187701	chr15	62885270	62888847	chr15	63153714	63159711	0	0	269654	8.91440426579853e-14	1.57651669496772e-14	chr15:62885270-62888847_chr15:63153714-63159711	0
187702	chr15	62885270	62888847	chr15	63184347	63195243	0	0	302736	0.000151894923566873	8.30499410369168e-05	chr15:62885270-62888847_chr15:63184347-63195243	0
187703	chr15	62885270	62888847	chr15	63274977	63279552	0	2	390206	1.37848005669409e-09	3.37223915458651e-10	chr15:62885270-62888847_chr15:63274977-63279552	2
187704	chr15	62885270	62888847	chr15	63370981	63384151	0	0	490507	2.09791524353146e-07	6.66120225645273e-08	chr15:62885270-62888847_chr15:63370981-63384151	0
187705	chr15	62885270	62888847	chr15	63499825	63508023	0	0	616865	2.09215910555416e-10	4.78705963757875e-11	chr15:62885270-62888847_chr15:63499825-63508023	0
187706	chr15	62895340	62898392	chr15	63041079	63052433	0	10	149890	0	0	chr15:62895340-62898392_chr15:63041079-63052433	10
187707	chr15	63041079	63052433	chr15	63119253	63124642	1	3	75191	1.7037879944826e-05	7.26312778698279e-06	chr15:63041079-63052433_chr15:63119253-63124642	4
187708	chr15	63041079	63052433	chr15	63153714	63159711	2	5	109956	0	0	chr15:63041079-63052433_chr15:63153714-63159711	7
187709	chr15	63041079	63052433	chr15	63184347	63195243	1	2	143039	0	0	chr15:63041079-63052433_chr15:63184347-63195243	3
187710	chr15	63041079	63052433	chr15	63232320	63235536	0	0	187172	7.16958565542276e-08	2.14166903100832e-08	chr15:63041079-63052433_chr15:63232320-63235536	0
187711	chr15	63041079	63052433	chr15	63248501	63252459	0	0	203724	0.000431087509254599	0.00025413690007281	chr15:63041079-63052433_chr15:63248501-63252459	0
187712	chr15	63041079	63052433	chr15	63274977	63279552	0	1	230508	0	0	chr15:63041079-63052433_chr15:63274977-63279552	1
187713	chr15	63041079	63052433	chr15	63339559	63350409	0	1	298228	0.000161567955735043	8.87969474026029e-05	chr15:63041079-63052433_chr15:63339559-63350409	1
187714	chr15	63041079	63052433	chr15	63370981	63384151	0	0	330810	0	0	chr15:63041079-63052433_chr15:63370981-63384151	0
187715	chr15	63041079	63052433	chr15	63433146	63437777	0	1	388705	4.56204788966275e-07	1.50812004995338e-07	chr15:63041079-63052433_chr15:63433146-63437777	1
187716	chr15	63041079	63052433	chr15	63499825	63508023	0	3	457168	0	0	chr15:63041079-63052433_chr15:63499825-63508023	3
187717	chr15	63041079	63052433	chr15	63551904	63554613	0	0	506502	5.37217721742549e-05	2.64038405149991e-05	chr15:63041079-63052433_chr15:63551904-63554613	0
187718	chr15	63041079	63052433	chr15	63599325	63603009	0	1	554411	1.47074818836763e-07	4.57831961231392e-08	chr15:63041079-63052433_chr15:63599325-63603009	1
187719	chr15	63041079	63052433	chr15	63831131	63835640	0	0	786629	2.38070678812461e-05	1.05952266606923e-05	chr15:63041079-63052433_chr15:63831131-63835640	0
187720	chr15	63041079	63052433	chr15	64035533	64054478	0	1	998249	2.86396810979679e-08	8.09302780346854e-09	chr15:63041079-63052433_chr15:64035533-64054478	1
187721	chr15	63041079	63052433	chr15	64090474	64101630	0	0	1049296	0	0	chr15:63041079-63052433_chr15:64090474-64101630	0
