chr.x	start.x	end.x	name	score	value	exp	color	sourceChrom	sourceStart	sourceEnd	sourceName	sourceStrand	targetChrom	targetStart	targetEnd	targetName	targetStrand
186256	chr15	41603087	41605412	Chaitali_702	1	5.45665457752963	GB.specific	#e31a1c	chr15	41603087	41605412	anchor1	+	chr15	41822644	41831160	anchor2	+
186262	chr15	41619874	41623742	Chaitali_703	13	20	common	#a0a0a0	chr15	41619874	41623742	anchor1	+	chr15	41659016	41663709	anchor2	+
186263	chr15	41619874	41623742	Chaitali_704	3	20	GB.specific	#e31a1c	chr15	41619874	41623742	anchor1	+	chr15	41772613	41781179	anchor2	+
186264	chr15	41619874	41623742	Chaitali_705	2	20	GB.specific	#e31a1c	chr15	41619874	41623742	anchor1	+	chr15	41822644	41831160	anchor2	+
186266	chr15	41619874	41623742	Chaitali_706	1	3.95951978230926	hAstro.specific	#1f78b4	chr15	41619874	41623742	anchor1	+	chr15	41966913	41976035	anchor2	+
186268	chr15	41619874	41623742	Chaitali_707	1	7.04054938048172	GB.specific	#e31a1c	chr15	41619874	41623742	anchor1	+	chr15	42269413	42277625	anchor2	+
186269	chr15	41659016	41663709	Chaitali_708	3	20	common	#a0a0a0	chr15	41659016	41663709	anchor1	+	chr15	41772613	41781179	anchor2	+
186270	chr15	41659016	41663709	Chaitali_709	3	20	common	#a0a0a0	chr15	41659016	41663709	anchor1	+	chr15	41822644	41831160	anchor2	+
186273	chr15	41659016	41663709	Chaitali_710	1	6.82272577648946	hAstro.specific	#1f78b4	chr15	41659016	41663709	anchor1	+	chr15	42206028	42210488	anchor2	+
186276	chr15	41659016	41663709	Chaitali_711	1	20	GB.specific	#e31a1c	chr15	41659016	41663709	anchor1	+	chr15	42494070	42497640	anchor2	+
186278	chr15	41659016	41663709	Chaitali_712	1	8.02172440688761	hAstro.specific	#1f78b4	chr15	41659016	41663709	anchor1	+	chr15	43131957	43136469	anchor2	+
186279	chr15	41772613	41781179	Chaitali_713	7	20	common	#a0a0a0	chr15	41772613	41781179	anchor1	+	chr15	41822644	41831160	anchor2	+
186282	chr15	41772613	41781179	Chaitali_714	1	20	GB.specific	#e31a1c	chr15	41772613	41781179	anchor1	+	chr15	41966913	41976035	anchor2	+
186284	chr15	41772613	41781179	Chaitali_715	1	3.85478569603226	GB.specific	#e31a1c	chr15	41772613	41781179	anchor1	+	chr15	42105631	42108917	anchor2	+
186287	chr15	41772613	41781179	Chaitali_716	1	7.13321160942369	GB.specific	#e31a1c	chr15	41772613	41781179	anchor1	+	chr15	42494070	42497640	anchor2	+
186288	chr15	41772613	41781179	Chaitali_717	1	12.9428068532439	GB.specific	#e31a1c	chr15	41772613	41781179	anchor1	+	chr15	42546129	42552683	anchor2	+
186290	chr15	41772613	41781179	Chaitali_718	1	13.7506060827428	GB.specific	#e31a1c	chr15	41772613	41781179	anchor1	+	chr15	42917097	42922955	anchor2	+
186291	chr15	41772613	41781179	Chaitali_719	1	7.88219924964419	GB.specific	#e31a1c	chr15	41772613	41781179	anchor1	+	chr15	43131957	43136469	anchor2	+
186292	chr15	41772613	41781179	Chaitali_720	1	5.21395102497165	GB.specific	#e31a1c	chr15	41772613	41781179	anchor1	+	chr15	43513237	43521224	anchor2	+
186297	chr15	41822644	41831160	Chaitali_721	1	7.73725107386678	GB.specific	#e31a1c	chr15	41822644	41831160	anchor1	+	chr15	42055915	42058359	anchor2	+
186304	chr15	41822644	41831160	Chaitali_722	1	7.45148616196594	GB.specific	#e31a1c	chr15	41822644	41831160	anchor1	+	chr15	42733380	42738648	anchor2	+
186306	chr15	41869372	41875150	Chaitali_723	1	2.86221052242139	hAstro.specific	#1f78b4	chr15	41869372	41875150	anchor1	+	chr15	42018419	42026166	anchor2	+
186309	chr15	41939782	41945934	Chaitali_724	3	5.02660374318	GB.specific	#e31a1c	chr15	41939782	41945934	anchor1	+	chr15	41966913	41976035	anchor2	+
186311	chr15	41966913	41976035	Chaitali_725	1	6.05831928400414	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	42055915	42058359	anchor2	+
186314	chr15	41966913	41976035	Chaitali_726	1	7.8179406868489	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	42105631	42108917	anchor2	+
186317	chr15	41966913	41976035	Chaitali_727	1	4.24826606264447	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	42454957	42459386	anchor2	+
186318	chr15	41966913	41976035	Chaitali_728	2	12.1184378676793	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	42488177	42492588	anchor2	+
186319	chr15	41966913	41976035	Chaitali_729	1	20	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	42494070	42497640	anchor2	+
186320	chr15	41966913	41976035	Chaitali_730	1	20	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	42546129	42552683	anchor2	+
186323	chr15	41966913	41976035	Chaitali_731	1	7.70132807280883	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	43103505	43108063	anchor2	+
186325	chr15	41966913	41976035	Chaitali_732	1	5.03277970312903	GB.specific	#e31a1c	chr15	41966913	41976035	anchor1	+	chr15	43327114	43333335	anchor2	+
186328	chr15	42055915	42058359	Chaitali_733	1	10.544870264326	GB.specific	#e31a1c	chr15	42055915	42058359	anchor1	+	chr15	42206028	42210488	anchor2	+
186333	chr15	42105631	42108917	Chaitali_734	1	4.67711928389489	GB.specific	#e31a1c	chr15	42105631	42108917	anchor1	+	chr15	42206028	42210488	anchor2	+
186335	chr15	42105631	42108917	Chaitali_735	1	4.04322753211569	GB.specific	#e31a1c	chr15	42105631	42108917	anchor1	+	chr15	42494070	42497640	anchor2	+
186336	chr15	42105631	42108917	Chaitali_736	1	4.80754540933223	GB.specific	#e31a1c	chr15	42105631	42108917	anchor1	+	chr15	43131957	43136469	anchor2	+
186337	chr15	42105631	42108917	Chaitali_737	1	7.73823621048094	GB.specific	#e31a1c	chr15	42105631	42108917	anchor1	+	chr15	43327114	43333335	anchor2	+
186338	chr15	42206028	42210488	Chaitali_738	11	20	GB.specific	#e31a1c	chr15	42206028	42210488	anchor1	+	chr15	42269413	42277625	anchor2	+
186341	chr15	42206028	42210488	Chaitali_739	4	20	common	#a0a0a0	chr15	42206028	42210488	anchor1	+	chr15	42494070	42497640	anchor2	+
186342	chr15	42206028	42210488	Chaitali_740	5	20	common	#a0a0a0	chr15	42206028	42210488	anchor1	+	chr15	42546129	42552683	anchor2	+
186343	chr15	42206028	42210488	Chaitali_741	1	11.3456842092185	GB.specific	#e31a1c	chr15	42206028	42210488	anchor1	+	chr15	42573621	42578746	anchor2	+
186344	chr15	42206028	42210488	Chaitali_742	1	14.0937316981301	GB.specific	#e31a1c	chr15	42206028	42210488	anchor1	+	chr15	42579345	42585471	anchor2	+
186345	chr15	42206028	42210488	Chaitali_743	1	15.1468880149381	GB.specific	#e31a1c	chr15	42206028	42210488	anchor1	+	chr15	42733380	42738648	anchor2	+
186347	chr15	42206028	42210488	Chaitali_744	1	20	GB.specific	#e31a1c	chr15	42206028	42210488	anchor1	+	chr15	43103505	43108063	anchor2	+
186349	chr15	42206028	42210488	Chaitali_745	2	4.80036210899436	GB.specific	#e31a1c	chr15	42206028	42210488	anchor1	+	chr15	43183792	43187628	anchor2	+
186350	chr15	42206028	42210488	Chaitali_746	1	10.6606681461989	GB.specific	#e31a1c	chr15	42206028	42210488	anchor1	+	chr15	43327114	43333335	anchor2	+
186353	chr15	42269413	42277625	Chaitali_747	3	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42454957	42459386	anchor2	+
186354	chr15	42269413	42277625	Chaitali_748	3	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42488177	42492588	anchor2	+
186355	chr15	42269413	42277625	Chaitali_749	7	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42494070	42497640	anchor2	+
186356	chr15	42269413	42277625	Chaitali_750	6	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42546129	42552683	anchor2	+
186357	chr15	42269413	42277625	Chaitali_751	2	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42573621	42578746	anchor2	+
186358	chr15	42269413	42277625	Chaitali_752	1	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42579345	42585471	anchor2	+
186359	chr15	42269413	42277625	Chaitali_753	5	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42733380	42738648	anchor2	+
186360	chr15	42269413	42277625	Chaitali_754	3	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	42917097	42922955	anchor2	+
186361	chr15	42269413	42277625	Chaitali_755	1	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	43103505	43108063	anchor2	+
186363	chr15	42269413	42277625	Chaitali_756	2	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	43131957	43136469	anchor2	+
186366	chr15	42269413	42277625	Chaitali_757	1	20	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	43357904	43373607	anchor2	+
186368	chr15	42269413	42277625	Chaitali_758	1	14.3212906712757	GB.specific	#e31a1c	chr15	42269413	42277625	anchor1	+	chr15	43744868	43752471	anchor2	+
186375	chr15	42454957	42459386	Chaitali_759	2	6.59525558543502	GB.specific	#e31a1c	chr15	42454957	42459386	anchor1	+	chr15	42917097	42922955	anchor2	+
186377	chr15	42488177	42492588	Chaitali_760	7	20	hAstro.specific	#1f78b4	chr15	42488177	42492588	anchor1	+	chr15	42494070	42497640	anchor2	+
186378	chr15	42488177	42492588	Chaitali_761	8	20	GB.specific	#e31a1c	chr15	42488177	42492588	anchor1	+	chr15	42546129	42552683	anchor2	+
186379	chr15	42488177	42492588	Chaitali_762	5	9.0067168585165	common	#a0a0a0	chr15	42488177	42492588	anchor1	+	chr15	42573621	42578746	anchor2	+
186380	chr15	42488177	42492588	Chaitali_763	1	20	GB.specific	#e31a1c	chr15	42488177	42492588	anchor1	+	chr15	42733380	42738648	anchor2	+
186381	chr15	42488177	42492588	Chaitali_764	2	20	GB.specific	#e31a1c	chr15	42488177	42492588	anchor1	+	chr15	42917097	42922955	anchor2	+
186382	chr15	42488177	42492588	Chaitali_765	2	12.4569811821861	common	#a0a0a0	chr15	42488177	42492588	anchor1	+	chr15	43103505	43108063	anchor2	+
186385	chr15	42488177	42492588	Chaitali_766	1	7.11169481562706	GB.specific	#e31a1c	chr15	42488177	42492588	anchor1	+	chr15	43183792	43187628	anchor2	+
186388	chr15	42488177	42492588	Chaitali_767	1	7.57902400479703	GB.specific	#e31a1c	chr15	42488177	42492588	anchor1	+	chr15	43513237	43521224	anchor2	+
186390	chr15	42488177	42492588	Chaitali_768	1	8.16746314798859	GB.specific	#e31a1c	chr15	42488177	42492588	anchor1	+	chr15	44185493	44196670	anchor2	+
186392	chr15	42494070	42497640	Chaitali_769	17	20	common	#a0a0a0	chr15	42494070	42497640	anchor1	+	chr15	42546129	42552683	anchor2	+
186393	chr15	42494070	42497640	Chaitali_770	4	12.5845064836772	GB.specific	#e31a1c	chr15	42494070	42497640	anchor1	+	chr15	42573621	42578746	anchor2	+
186394	chr15	42494070	42497640	Chaitali_771	1	3.52436792475059	hAstro.specific	#1f78b4	chr15	42494070	42497640	anchor1	+	chr15	42579345	42585471	anchor2	+
186398	chr15	42494070	42497640	Chaitali_772	4	20	GB.specific	#e31a1c	chr15	42494070	42497640	anchor1	+	chr15	42917097	42922955	anchor2	+
186399	chr15	42494070	42497640	Chaitali_773	1	6.95071040849304	GB.specific	#e31a1c	chr15	42494070	42497640	anchor1	+	chr15	43103505	43108063	anchor2	+
186400	chr15	42494070	42497640	Chaitali_774	1	20	GB.specific	#e31a1c	chr15	42494070	42497640	anchor1	+	chr15	43131957	43136469	anchor2	+
186402	chr15	42494070	42497640	Chaitali_775	1	4.71195824471743	GB.specific	#e31a1c	chr15	42494070	42497640	anchor1	+	chr15	43357904	43373607	anchor2	+
186403	chr15	42494070	42497640	Chaitali_776	1	10.506606850564	GB.specific	#e31a1c	chr15	42494070	42497640	anchor1	+	chr15	43507159	43512672	anchor2	+
186409	chr15	42546129	42552683	Chaitali_777	23	20	common	#a0a0a0	chr15	42546129	42552683	anchor1	+	chr15	42573621	42578746	anchor2	+
186410	chr15	42546129	42552683	Chaitali_778	2	20	common	#a0a0a0	chr15	42546129	42552683	anchor1	+	chr15	42579345	42585471	anchor2	+
186411	chr15	42546129	42552683	Chaitali_779	1	20	GB.specific	#e31a1c	chr15	42546129	42552683	anchor1	+	chr15	42733380	42738648	anchor2	+
186413	chr15	42546129	42552683	Chaitali_780	3	20	GB.specific	#e31a1c	chr15	42546129	42552683	anchor1	+	chr15	42917097	42922955	anchor2	+
186417	chr15	42546129	42552683	Chaitali_781	2	20	GB.specific	#e31a1c	chr15	42546129	42552683	anchor1	+	chr15	43131957	43136469	anchor2	+
186420	chr15	42546129	42552683	Chaitali_782	1	10.1576311271661	GB.specific	#e31a1c	chr15	42546129	42552683	anchor1	+	chr15	43357904	43373607	anchor2	+
186421	chr15	42546129	42552683	Chaitali_783	1	4.77022359416742	GB.specific	#e31a1c	chr15	42546129	42552683	anchor1	+	chr15	43488932	43494595	anchor2	+
186422	chr15	42546129	42552683	Chaitali_784	1	7.51003294638149	GB.specific	#e31a1c	chr15	42546129	42552683	anchor1	+	chr15	43507159	43512672	anchor2	+
186426	chr15	42573621	42578746	Chaitali_785	13	20	common	#a0a0a0	chr15	42573621	42578746	anchor1	+	chr15	42579345	42585471	anchor2	+
186428	chr15	42573621	42578746	Chaitali_786	3	20	GB.specific	#e31a1c	chr15	42573621	42578746	anchor1	+	chr15	42917097	42922955	anchor2	+
186429	chr15	42573621	42578746	Chaitali_787	1	20	GB.specific	#e31a1c	chr15	42573621	42578746	anchor1	+	chr15	43103505	43108063	anchor2	+
186430	chr15	42573621	42578746	Chaitali_788	5	20	common	#a0a0a0	chr15	42573621	42578746	anchor1	+	chr15	43131957	43136469	anchor2	+
186431	chr15	42573621	42578746	Chaitali_789	1	6.95607611669096	GB.specific	#e31a1c	chr15	42573621	42578746	anchor1	+	chr15	43183792	43187628	anchor2	+
186432	chr15	42573621	42578746	Chaitali_790	1	20	GB.specific	#e31a1c	chr15	42573621	42578746	anchor1	+	chr15	43327114	43333335	anchor2	+
186433	chr15	42573621	42578746	Chaitali_791	1	7.27531840386724	GB.specific	#e31a1c	chr15	42573621	42578746	anchor1	+	chr15	43357904	43373607	anchor2	+
186439	chr15	42579345	42585471	Chaitali_792	1	15.1468880149381	GB.specific	#e31a1c	chr15	42579345	42585471	anchor1	+	chr15	42733380	42738648	anchor2	+
186443	chr15	42579345	42585471	Chaitali_793	1	5.21352996541236	GB.specific	#e31a1c	chr15	42579345	42585471	anchor1	+	chr15	44284343	44292222	anchor2	+
186446	chr15	42733380	42738648	Chaitali_794	18	20	common	#a0a0a0	chr15	42733380	42738648	anchor1	+	chr15	42917097	42922955	anchor2	+
186447	chr15	42733380	42738648	Chaitali_795	1	20	GB.specific	#e31a1c	chr15	42733380	42738648	anchor1	+	chr15	43103505	43108063	anchor2	+
186448	chr15	42733380	42738648	Chaitali_796	1	11.4774970172749	hAstro.specific	#1f78b4	chr15	42733380	42738648	anchor1	+	chr15	43120907	43124659	anchor2	+
186449	chr15	42733380	42738648	Chaitali_797	3	20	GB.specific	#e31a1c	chr15	42733380	42738648	anchor1	+	chr15	43131957	43136469	anchor2	+
186450	chr15	42733380	42738648	Chaitali_798	1	20	GB.specific	#e31a1c	chr15	42733380	42738648	anchor1	+	chr15	43183792	43187628	anchor2	+
186453	chr15	42733380	42738648	Chaitali_799	3	9.72621771179383	GB.specific	#e31a1c	chr15	42733380	42738648	anchor1	+	chr15	43357904	43373607	anchor2	+
186454	chr15	42733380	42738648	Chaitali_800	1	4.60443571404919	GB.specific	#e31a1c	chr15	42733380	42738648	anchor1	+	chr15	43488932	43494595	anchor2	+
186458	chr15	42917097	42922955	Chaitali_801	1	20	GB.specific	#e31a1c	chr15	42917097	42922955	anchor1	+	chr15	43103505	43108063	anchor2	+
186460	chr15	42917097	42922955	Chaitali_802	2	20	GB.specific	#e31a1c	chr15	42917097	42922955	anchor1	+	chr15	43131957	43136469	anchor2	+
186461	chr15	42917097	42922955	Chaitali_803	3	20	GB.specific	#e31a1c	chr15	42917097	42922955	anchor1	+	chr15	43183792	43187628	anchor2	+
186463	chr15	42917097	42922955	Chaitali_804	3	20	common	#a0a0a0	chr15	42917097	42922955	anchor1	+	chr15	43327114	43333335	anchor2	+
186465	chr15	42917097	42922955	Chaitali_805	1	4.38486696323508	GB.specific	#e31a1c	chr15	42917097	42922955	anchor1	+	chr15	43488932	43494595	anchor2	+
186468	chr15	42917097	42922955	Chaitali_806	1	4.66112582451592	GB.specific	#e31a1c	chr15	42917097	42922955	anchor1	+	chr15	43744868	43752471	anchor2	+
186469	chr15	42917097	42922955	Chaitali_807	1	7.37015843603765	GB.specific	#e31a1c	chr15	42917097	42922955	anchor1	+	chr15	43790219	43796722	anchor2	+
186471	chr15	42917097	42922955	Chaitali_808	1	20	GB.specific	#e31a1c	chr15	42917097	42922955	anchor1	+	chr15	43819363	43835036	anchor2	+
186479	chr15	43075157	43077463	Chaitali_809	2	3.77937748591859	common	#a0a0a0	chr15	43075157	43077463	anchor1	+	chr15	43357904	43373607	anchor2	+
186487	chr15	43103505	43108063	Chaitali_810	11	20	common	#a0a0a0	chr15	43103505	43108063	anchor1	+	chr15	43120907	43124659	anchor2	+
186488	chr15	43103505	43108063	Chaitali_811	14	20	common	#a0a0a0	chr15	43103505	43108063	anchor1	+	chr15	43131957	43136469	anchor2	+
186489	chr15	43103505	43108063	Chaitali_812	3	13.2922377815888	GB.specific	#e31a1c	chr15	43103505	43108063	anchor1	+	chr15	43183792	43187628	anchor2	+
186491	chr15	43103505	43108063	Chaitali_813	2	3.18688581558706	GB.specific	#e31a1c	chr15	43103505	43108063	anchor1	+	chr15	43284222	43286685	anchor2	+
186492	chr15	43103505	43108063	Chaitali_814	1	20	GB.specific	#e31a1c	chr15	43103505	43108063	anchor1	+	chr15	43327114	43333335	anchor2	+
186494	chr15	43103505	43108063	Chaitali_815	1	11.4442175601775	GB.specific	#e31a1c	chr15	43103505	43108063	anchor1	+	chr15	43488932	43494595	anchor2	+
186495	chr15	43103505	43108063	Chaitali_816	1	20	GB.specific	#e31a1c	chr15	43103505	43108063	anchor1	+	chr15	43507159	43512672	anchor2	+
186497	chr15	43103505	43108063	Chaitali_817	1	20	GB.specific	#e31a1c	chr15	43103505	43108063	anchor1	+	chr15	43744868	43752471	anchor2	+
186501	chr15	43103505	43108063	Chaitali_818	1	7.8729184793909	GB.specific	#e31a1c	chr15	43103505	43108063	anchor1	+	chr15	44425203	44433863	anchor2	+
186503	chr15	43120907	43124659	Chaitali_819	23	20	common	#a0a0a0	chr15	43120907	43124659	anchor1	+	chr15	43131957	43136469	anchor2	+
186504	chr15	43120907	43124659	Chaitali_820	6	6.33916844006941	GB.specific	#e31a1c	chr15	43120907	43124659	anchor1	+	chr15	43183792	43187628	anchor2	+
186506	chr15	43120907	43124659	Chaitali_821	1	20	hAstro.specific	#1f78b4	chr15	43120907	43124659	anchor1	+	chr15	43357904	43373607	anchor2	+
186509	chr15	43131957	43136469	Chaitali_822	7	20	common	#a0a0a0	chr15	43131957	43136469	anchor1	+	chr15	43183792	43187628	anchor2	+
186512	chr15	43131957	43136469	Chaitali_823	3	20	GB.specific	#e31a1c	chr15	43131957	43136469	anchor1	+	chr15	43327114	43333335	anchor2	+
186513	chr15	43131957	43136469	Chaitali_824	4	20	GB.specific	#e31a1c	chr15	43131957	43136469	anchor1	+	chr15	43357904	43373607	anchor2	+
186517	chr15	43131957	43136469	Chaitali_825	2	12.4694746387472	GB.specific	#e31a1c	chr15	43131957	43136469	anchor1	+	chr15	43744868	43752471	anchor2	+
186520	chr15	43131957	43136469	Chaitali_826	1	4.91941258889825	GB.specific	#e31a1c	chr15	43131957	43136469	anchor1	+	chr15	44284343	44292222	anchor2	+
186523	chr15	43183792	43187628	Chaitali_827	5	5.59721840016176	GB.specific	#e31a1c	chr15	43183792	43187628	anchor1	+	chr15	43284222	43286685	anchor2	+
186524	chr15	43183792	43187628	Chaitali_828	2	20	common	#a0a0a0	chr15	43183792	43187628	anchor1	+	chr15	43327114	43333335	anchor2	+
186525	chr15	43183792	43187628	Chaitali_829	2	20	common	#a0a0a0	chr15	43183792	43187628	anchor1	+	chr15	43357904	43373607	anchor2	+
186526	chr15	43183792	43187628	Chaitali_830	1	11.0297069428991	GB.specific	#e31a1c	chr15	43183792	43187628	anchor1	+	chr15	43507159	43512672	anchor2	+
186535	chr15	43327114	43333335	Chaitali_831	23	20	common	#a0a0a0	chr15	43327114	43333335	anchor1	+	chr15	43357904	43373607	anchor2	+
186536	chr15	43327114	43333335	Chaitali_832	1	6.13628658769703	GB.specific	#e31a1c	chr15	43327114	43333335	anchor1	+	chr15	43440504	43442736	anchor2	+
186538	chr15	43327114	43333335	Chaitali_833	3	20	GB.specific	#e31a1c	chr15	43327114	43333335	anchor1	+	chr15	43507159	43512672	anchor2	+
186539	chr15	43327114	43333335	Chaitali_834	4	20	GB.specific	#e31a1c	chr15	43327114	43333335	anchor1	+	chr15	43513237	43521224	anchor2	+
186541	chr15	43327114	43333335	Chaitali_835	2	9.09479079306338	GB.specific	#e31a1c	chr15	43327114	43333335	anchor1	+	chr15	43775134	43778812	anchor2	+
186542	chr15	43327114	43333335	Chaitali_836	3	20	common	#a0a0a0	chr15	43327114	43333335	anchor1	+	chr15	43790219	43796722	anchor2	+
186543	chr15	43327114	43333335	Chaitali_837	1	6.56783794882634	GB.specific	#e31a1c	chr15	43327114	43333335	anchor1	+	chr15	43798531	43802472	anchor2	+
186544	chr15	43327114	43333335	Chaitali_838	4	20	GB.specific	#e31a1c	chr15	43327114	43333335	anchor1	+	chr15	43819363	43835036	anchor2	+
186545	chr15	43327114	43333335	Chaitali_839	1	4.67600783349107	GB.specific	#e31a1c	chr15	43327114	43333335	anchor1	+	chr15	44185493	44196670	anchor2	+
186549	chr15	43357904	43373607	Chaitali_840	4	4.25842035753934	GB.specific	#e31a1c	chr15	43357904	43373607	anchor1	+	chr15	43440504	43442736	anchor2	+
186550	chr15	43357904	43373607	Chaitali_841	2	20	GB.specific	#e31a1c	chr15	43357904	43373607	anchor1	+	chr15	43488932	43494595	anchor2	+
186551	chr15	43357904	43373607	Chaitali_842	6	20	common	#a0a0a0	chr15	43357904	43373607	anchor1	+	chr15	43507159	43512672	anchor2	+
186552	chr15	43357904	43373607	Chaitali_843	7	20	common	#a0a0a0	chr15	43357904	43373607	anchor1	+	chr15	43513237	43521224	anchor2	+
186554	chr15	43357904	43373607	Chaitali_844	9	20	common	#a0a0a0	chr15	43357904	43373607	anchor1	+	chr15	43744868	43752471	anchor2	+
186555	chr15	43357904	43373607	Chaitali_845	1	20	GB.specific	#e31a1c	chr15	43357904	43373607	anchor1	+	chr15	43775134	43778812	anchor2	+
186556	chr15	43357904	43373607	Chaitali_846	3	20	common	#a0a0a0	chr15	43357904	43373607	anchor1	+	chr15	43790219	43796722	anchor2	+
186558	chr15	43357904	43373607	Chaitali_847	6	20	GB.specific	#e31a1c	chr15	43357904	43373607	anchor1	+	chr15	43819363	43835036	anchor2	+
186564	chr15	43440504	43442736	Chaitali_848	8	2.86855729822119	GB.specific	#e31a1c	chr15	43440504	43442736	anchor1	+	chr15	43513237	43521224	anchor2	+
186565	chr15	43440504	43442736	Chaitali_849	5	20	GB.specific	#e31a1c	chr15	43440504	43442736	anchor1	+	chr15	43744868	43752471	anchor2	+
186566	chr15	43440504	43442736	Chaitali_850	2	3.90102926708878	GB.specific	#e31a1c	chr15	43440504	43442736	anchor1	+	chr15	43775134	43778812	anchor2	+
186567	chr15	43440504	43442736	Chaitali_851	2	6.13216028504157	GB.specific	#e31a1c	chr15	43440504	43442736	anchor1	+	chr15	43790219	43796722	anchor2	+
186570	chr15	43488932	43494595	Chaitali_852	11	20	common	#a0a0a0	chr15	43488932	43494595	anchor1	+	chr15	43507159	43512672	anchor2	+
186571	chr15	43488932	43494595	Chaitali_853	14	20	common	#a0a0a0	chr15	43488932	43494595	anchor1	+	chr15	43513237	43521224	anchor2	+
186574	chr15	43488932	43494595	Chaitali_854	1	3.76398151627722	GB.specific	#e31a1c	chr15	43488932	43494595	anchor1	+	chr15	43775134	43778812	anchor2	+
186576	chr15	43488932	43494595	Chaitali_855	1	3.82961987342427	GB.specific	#e31a1c	chr15	43488932	43494595	anchor1	+	chr15	43798531	43802472	anchor2	+
186577	chr15	43488932	43494595	Chaitali_856	3	20	GB.specific	#e31a1c	chr15	43488932	43494595	anchor1	+	chr15	43819363	43835036	anchor2	+
186579	chr15	43507159	43512672	Chaitali_857	20	20	common	#a0a0a0	chr15	43507159	43512672	anchor1	+	chr15	43513237	43521224	anchor2	+
186580	chr15	43507159	43512672	Chaitali_858	6	20	GB.specific	#e31a1c	chr15	43507159	43512672	anchor1	+	chr15	43744868	43752471	anchor2	+
186583	chr15	43507159	43512672	Chaitali_859	2	20	GB.specific	#e31a1c	chr15	43507159	43512672	anchor1	+	chr15	43819363	43835036	anchor2	+
186585	chr15	43507159	43512672	Chaitali_860	1	7.25690408464791	GB.specific	#e31a1c	chr15	43507159	43512672	anchor1	+	chr15	44284343	44292222	anchor2	+
186588	chr15	43513237	43521224	Chaitali_861	4	20	GB.specific	#e31a1c	chr15	43513237	43521224	anchor1	+	chr15	43744868	43752471	anchor2	+
186589	chr15	43513237	43521224	Chaitali_862	1	8.02426751642304	GB.specific	#e31a1c	chr15	43513237	43521224	anchor1	+	chr15	43775134	43778812	anchor2	+
186590	chr15	43513237	43521224	Chaitali_863	2	20	GB.specific	#e31a1c	chr15	43513237	43521224	anchor1	+	chr15	43790219	43796722	anchor2	+
186591	chr15	43513237	43521224	Chaitali_864	1	20	GB.specific	#e31a1c	chr15	43513237	43521224	anchor1	+	chr15	43819363	43835036	anchor2	+
186593	chr15	43513237	43521224	Chaitali_865	1	4.61886337968588	GB.specific	#e31a1c	chr15	43513237	43521224	anchor1	+	chr15	44284343	44292222	anchor2	+
186596	chr15	43744868	43752471	Chaitali_866	9	10.1370613244358	common	#a0a0a0	chr15	43744868	43752471	anchor1	+	chr15	43775134	43778812	anchor2	+
186597	chr15	43744868	43752471	Chaitali_867	4	20	common	#a0a0a0	chr15	43744868	43752471	anchor1	+	chr15	43790219	43796722	anchor2	+
186598	chr15	43744868	43752471	Chaitali_868	4	2.17101041054406	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	43798531	43802472	anchor2	+
186599	chr15	43744868	43752471	Chaitali_869	13	20	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	43819363	43835036	anchor2	+
186600	chr15	43744868	43752471	Chaitali_870	2	6.20404451281418	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	44100157	44103261	anchor2	+
186602	chr15	43744868	43752471	Chaitali_871	1	20	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	44284343	44292222	anchor2	+
186603	chr15	43744868	43752471	Chaitali_872	1	7.06230583760318	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	44425203	44433863	anchor2	+
186604	chr15	43744868	43752471	Chaitali_873	1	20	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	44534491	44539855	anchor2	+
186605	chr15	43744868	43752471	Chaitali_874	1	7.42960969111356	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	44661058	44665265	anchor2	+
