chr.x	start.x	end.x	chr.y	start.y	end.y	loopID	mango.P
189408	chr15	69678905	69696547	chr15	69985506	70016279	chr15:69678905-69696547_chr15:69985506-70016279	3.0722945143502e-07
189428	chr15	69702131	69711026	chr15	70087055	70108467	chr15:69702131-69711026_chr15:70087055-70108467	1.38932202187192e-07
189440	chr15	69720241	69731596	chr15	69732950	69757930	chr15:69720241-69731596_chr15:69732950-69757930	1.08371503992899e-08
189451	chr15	69720241	69731596	chr15	70087055	70108467	chr15:69720241-69731596_chr15:70087055-70108467	0
189490	chr15	69772826	69778806	chr15	69985506	70016279	chr15:69772826-69778806_chr15:69985506-70016279	0.000183362957545397
189549	chr15	69849903	69869555	chr15	69870382	69889569	chr15:69849903-69869555_chr15:69870382-69889569	0
189557	chr15	69849903	69869555	chr15	70087055	70108467	chr15:69849903-69869555_chr15:70087055-70108467	0
189609	chr15	69985506	70016279	chr15	70016794	70036715	chr15:69985506-70016279_chr15:70016794-70036715	0
189611	chr15	69985506	70016279	chr15	70087055	70108467	chr15:69985506-70016279_chr15:70087055-70108467	0
189623	chr15	69985506	70016279	chr15	70437598	70450521	chr15:69985506-70016279_chr15:70437598-70450521	9.17961551216706e-08
189650	chr15	70046576	70083826	chr15	70573748	70576060	chr15:70046576-70083826_chr15:70573748-70576060	2.51707172052029e-05
189658	chr15	70087055	70108467	chr15	70256194	70280593	chr15:70087055-70108467_chr15:70256194-70280593	0
189662	chr15	70087055	70108467	chr15	70367253	70370238	chr15:70087055-70108467_chr15:70367253-70370238	5.37612130036003e-07
189664	chr15	70087055	70108467	chr15	70398802	70420365	chr15:70087055-70108467_chr15:70398802-70420365	0
189668	chr15	70087055	70108467	chr15	70489144	70499784	chr15:70087055-70108467_chr15:70489144-70499784	8.88178419700125e-16
189669	chr15	70087055	70108467	chr15	70503104	70515303	chr15:70087055-70108467_chr15:70503104-70515303	4.56634730028327e-13
189671	chr15	70087055	70108467	chr15	70577585	70588560	chr15:70087055-70108467_chr15:70577585-70588560	1.25974120024352e-10
189681	chr15	70109720	70115138	chr15	70525027	70529305	chr15:70109720-70115138_chr15:70525027-70529305	3.87157135072203e-05
189718	chr15	70398802	70420365	chr15	70421964	70430420	chr15:70398802-70420365_chr15:70421964-70430420	3.30294914934193e-05
189782	chr15	70851054	70857853	chr15	72268902	72274479	chr15:70851054-70857853_chr15:72268902-72274479	2.76423706147e-09
189788	chr15	70889778	70894935	chr15	71805399	71818542	chr15:70889778-70894935_chr15:71805399-71818542	7.55088879600407e-06
189816	chr15	71744869	71753146	chr15	72154423	72157444	chr15:71744869-71753146_chr15:72154423-72157444	1.21526408047856e-07
189821	chr15	71805399	71818542	chr15	72115439	72120587	chr15:71805399-71818542_chr15:72115439-72120587	7.96341633814146e-05
189846	chr15	72115439	72120587	chr15	73980433	74001365	chr15:72115439-72120587_chr15:73980433-74001365	1.22607302088795e-09
189859	chr15	72178092	72186349	chr15	72683338	72689207	chr15:72178092-72186349_chr15:72683338-72689207	5.98262754891721e-08
189863	chr15	72191932	72203948	chr15	72311427	72321771	chr15:72191932-72203948_chr15:72311427-72321771	0.000101637164568791
189888	chr15	72219677	72233773	chr15	73980433	74001365	chr15:72219677-72233773_chr15:73980433-74001365	0
189923	chr15	72311427	72321771	chr15	73980433	74001365	chr15:72311427-72321771_chr15:73980433-74001365	9.06386077303978e-13
189973	chr15	72683338	72689207	chr15	73980433	74001365	chr15:72683338-72689207_chr15:73980433-74001365	2.43494113760789e-12
189983	chr15	72781374	72787257	chr15	73746234	73754386	chr15:72781374-72787257_chr15:73746234-73754386	6.86271984262632e-06
189985	chr15	72781374	72787257	chr15	73980433	74001365	chr15:72781374-72787257_chr15:73980433-74001365	4.48159729637965e-06
189988	chr15	72795582	72800529	chr15	73049043	73054697	chr15:72795582-72800529_chr15:73049043-73054697	0
189996	chr15	72871155	72877463	chr15	73049043	73054697	chr15:72871155-72877463_chr15:73049043-73054697	2.77100302703559e-08
190029	chr15	73363853	73371732	chr15	73682839	73690187	chr15:73363853-73371732_chr15:73682839-73690187	2.29527508111005e-12
190055	chr15	73682839	73690187	chr15	73694321	73698585	chr15:73682839-73690187_chr15:73694321-73698585	0
190083	chr15	73694321	73698585	chr15	74124032	74138422	chr15:73694321-73698585_chr15:74124032-74138422	1.02900991061361e-07
190159	chr15	73980433	74001365	chr15	74346469	74358004	chr15:73980433-74001365_chr15:74346469-74358004	1.98526414307842e-07
190222	chr15	74124032	74138422	chr15	74173105	74210516	chr15:74124032-74138422_chr15:74173105-74210516	0
190246	chr15	74124032	74138422	chr15	74947661	74963247	chr15:74124032-74138422_chr15:74947661-74963247	1.60336188770316e-11
190303	chr15	74346469	74358004	chr15	74595508	74627362	chr15:74346469-74358004_chr15:74595508-74627362	0
190328	chr15	74371986	74376512	chr15	74878447	74903590	chr15:74371986-74376512_chr15:74878447-74903590	5.57515734689318e-08
190355	chr15	74414291	74436867	chr15	74717905	74734065	chr15:74414291-74436867_chr15:74717905-74734065	6.43929354282591e-15
190361	chr15	74414291	74436867	chr15	74878447	74903590	chr15:74414291-74436867_chr15:74878447-74903590	2.40585329436271e-13
190404	chr15	74537883	74543900	chr15	74878447	74903590	chr15:74537883-74543900_chr15:74878447-74903590	0
190423	chr15	74537883	74543900	chr15	75841749	75846523	chr15:74537883-74543900_chr15:75841749-75846523	2.48590037443819e-12
190486	chr15	74717905	74734065	chr15	74736591	74744095	chr15:74717905-74734065_chr15:74736591-74744095	0.000314942550363906
190538	chr15	74780374	74795682	chr15	75345837	75365487	chr15:74780374-74795682_chr15:75345837-75365487	0
190539	chr15	74780374	74795682	chr15	75366870	75371378	chr15:74780374-74795682_chr15:75366870-75371378	7.46069872548105e-14
190553	chr15	74811453	74829374	chr15	74934355	74941280	chr15:74811453-74829374_chr15:74934355-74941280	0.000118217396280818
190554	chr15	74811453	74829374	chr15	74947661	74963247	chr15:74811453-74829374_chr15:74947661-74963247	3.52924356405993e-11
190559	chr15	74811453	74829374	chr15	75181250	75197137	chr15:74811453-74829374_chr15:75181250-75197137	5.02611885870863e-05
190576	chr15	74831266	74844838	chr15	75366870	75371378	chr15:74831266-74844838_chr15:75366870-75371378	2.28141340118393e-05
190600	chr15	74867456	74875088	chr15	75619282	75627776	chr15:74867456-74875088_chr15:75619282-75627776	1.12746153684284e-05
190601	chr15	74867456	74875088	chr15	75634060	75642667	chr15:74867456-74875088_chr15:75634060-75642667	1.6664350122042e-08
190607	chr15	74878447	74903590	chr15	74991662	74998770	chr15:74878447-74903590_chr15:74991662-74998770	1.83186799063151e-14
190644	chr15	74934355	74941280	chr15	75136519	75148781	chr15:74934355-74941280_chr15:75136519-75148781	1.916347940778e-06
190658	chr15	74947661	74963247	chr15	75065454	75078539	chr15:74947661-74963247_chr15:75065454-75078539	3.09698969913619e-06
190677	chr15	74991662	74998770	chr15	75102758	75119299	chr15:74991662-74998770_chr15:75102758-75119299	0.00459123393977223
190679	chr15	74991662	74998770	chr15	75198537	75222120	chr15:74991662-74998770_chr15:75198537-75222120	0
190721	chr15	75065454	75078539	chr15	75168369	75180390	chr15:75065454-75078539_chr15:75168369-75180390	0.00161595831169348
190723	chr15	75065454	75078539	chr15	75198537	75222120	chr15:75065454-75078539_chr15:75198537-75222120	0
190726	chr15	75102758	75119299	chr15	75198537	75222120	chr15:75102758-75119299_chr15:75198537-75222120	8.79296635503124e-14
190730	chr15	75102758	75119299	chr15	75445653	75459469	chr15:75102758-75119299_chr15:75445653-75459469	6.0678391702651e-05
190732	chr15	75136519	75148781	chr15	75149417	75159154	chr15:75136519-75148781_chr15:75149417-75159154	1.95164141811865e-05
190735	chr15	75136519	75148781	chr15	75445653	75459469	chr15:75136519-75148781_chr15:75445653-75459469	7.86764878517587e-05
190744	chr15	75168369	75180390	chr15	75634060	75642667	chr15:75168369-75180390_chr15:75634060-75642667	3.01075328776879e-05
190755	chr15	75198537	75222120	chr15	75366870	75371378	chr15:75198537-75222120_chr15:75366870-75371378	0
190778	chr15	75333997	75341561	chr15	75575017	75584020	chr15:75333997-75341561_chr15:75575017-75584020	1.27696742069361e-11
190784	chr15	75333997	75341561	chr15	75756706	75759943	chr15:75333997-75341561_chr15:75756706-75759943	3.80433009492531e-05
190890	chr15	75634060	75642667	chr15	75799632	75803255	chr15:75634060-75642667_chr15:75799632-75803255	0
190893	chr15	75634060	75642667	chr15	77067148	77078188	chr15:75634060-75642667_chr15:77067148-77078188	3.17650785497392e-06
190901	chr15	75645619	75654408	chr15	75806874	75811756	chr15:75645619-75654408_chr15:75806874-75811756	7.52764961009511e-06
190916	chr15	75666971	75717495	chr15	75806874	75811756	chr15:75666971-75717495_chr15:75806874-75811756	1.33226762955019e-15
190993	chr15	76308511	76313708	chr15	77814812	77833830	chr15:76308511-76313708_chr15:77814812-77833830	2.32874419747731e-09
190995	chr15	76331028	76348617	chr15	76902051	76906840	chr15:76331028-76348617_chr15:76902051-76906840	0
191028	chr15	77007619	77041410	chr15	77629468	77638719	chr15:77007619-77041410_chr15:77629468-77638719	0
191068	chr15	77416786	77424485	chr15	77603118	77617851	chr15:77416786-77424485_chr15:77603118-77617851	0.000337824345714388
191075	chr15	77416786	77424485	chr15	78869747	78880707	chr15:77416786-77424485_chr15:78869747-78880707	1.60427227058335e-12
191100	chr15	77629468	77638719	chr15	77834916	77852232	chr15:77629468-77638719_chr15:77834916-77852232	1.7021529548078e-06
191143	chr15	77743193	77766748	chr15	77767535	77807783	chr15:77743193-77766748_chr15:77767535-77807783	0
191150	chr15	77767535	77807783	chr15	77814812	77833830	chr15:77767535-77807783_chr15:77814812-77833830	8.22307631209718e-06
191153	chr15	77767535	77807783	chr15	78099337	78115282	chr15:77767535-77807783_chr15:78099337-78115282	7.12519777306131e-05
191155	chr15	77814812	77833830	chr15	77834916	77852232	chr15:77814812-77833830_chr15:77834916-77852232	1.81630044338021e-10
191179	chr15	77932590	77948080	chr15	78503415	78510287	chr15:77932590-77948080_chr15:78503415-78510287	0
191186	chr15	77957197	77960732	chr15	78068598	78079455	chr15:77957197-77960732_chr15:78068598-78079455	0
191235	chr15	78099337	78115282	chr15	78261707	78266136	chr15:78099337-78115282_chr15:78261707-78266136	0.000686702224468094
191263	chr15	78146654	78152038	chr15	78503415	78510287	chr15:78146654-78152038_chr15:78503415-78510287	0
191287	chr15	78297178	78306292	chr15	78869747	78880707	chr15:78297178-78306292_chr15:78869747-78880707	0
191301	chr15	78327603	78343104	chr15	78628864	78635176	chr15:78327603-78343104_chr15:78628864-78635176	8.50998454751117e-05
191335	chr15	78538884	78544340	chr15	78639712	78643121	chr15:78538884-78544340_chr15:78639712-78643121	0.00376025524351653
191367	chr15	78614540	78622818	chr15	78701649	78716051	chr15:78614540-78622818_chr15:78701649-78716051	3.70676822569749e-11
191368	chr15	78614540	78622818	chr15	78719244	78728307	chr15:78614540-78622818_chr15:78719244-78728307	3.65164520654826e-05
191373	chr15	78614540	78622818	chr15	78869747	78880707	chr15:78614540-78622818_chr15:78869747-78880707	8.52429238307195e-12
191374	chr15	78628864	78635176	chr15	78799488	78813432	chr15:78628864-78635176_chr15:78799488-78813432	0.000434610157180382
191409	chr15	78869747	78880707	chr15	79894764	79898613	chr15:78869747-78880707_chr15:79894764-79898613	0
191416	chr15	78869747	78880707	chr15	80692613	80705240	chr15:78869747-78880707_chr15:80692613-80705240	1.9559827388882e-06
191519	chr15	79913836	79930749	chr15	80401693	80408147	chr15:79913836-79930749_chr15:80401693-80408147	0
191521	chr15	79913836	79930749	chr15	80776530	80783962	chr15:79913836-79930749_chr15:80776530-80783962	1.0325074129014e-14
191584	chr15	80401693	80408147	chr15	80692613	80705240	chr15:80401693-80408147_chr15:80692613-80705240	0
191609	chr15	80547266	80550366	chr15	80692613	80705240	chr15:80547266-80550366_chr15:80692613-80705240	0.000836651555946366
191625	chr15	80638921	80642177	chr15	80776530	80783962	chr15:80638921-80642177_chr15:80776530-80783962	2.48117254075808e-07
191639	chr15	80776530	80783962	chr15	80944701	80957353	chr15:80776530-80783962_chr15:80944701-80957353	1.19149135002772e-12
191672	chr15	80998142	81006178	chr15	81322216	81326168	chr15:80998142-81006178_chr15:81322216-81326168	0
191695	chr15	81322216	81326168	chr15	83060223	83069299	chr15:81322216-81326168_chr15:83060223-83069299	2.17311818606625e-06
191717	chr15	82259847	82264734	chr15	82807837	82814184	chr15:82259847-82264734_chr15:82807837-82814184	0
191798	chr15	82831052	82838020	chr15	83009001	83015855	chr15:82831052-82838020_chr15:83009001-83015855	0
191824	chr15	82934436	82954315	chr15	84629630	84637973	chr15:82934436-82954315_chr15:84629630-84637973	1.64344626796264e-09
191829	chr15	82984057	82989071	chr15	83199619	83211557	chr15:82984057-82989071_chr15:83199619-83211557	0
191843	chr15	83009001	83015855	chr15	83236027	83244564	chr15:83009001-83015855_chr15:83236027-83244564	0.000180587209428262
191853	chr15	83060223	83069299	chr15	83236027	83244564	chr15:83060223-83069299_chr15:83236027-83244564	0.000428791831995845
191870	chr15	83221003	83226808	chr15	83362871	83374563	chr15:83221003-83226808_chr15:83362871-83374563	1.52442997757296e-05
191871	chr15	83236027	83244564	chr15	83362871	83374563	chr15:83236027-83244564_chr15:83362871-83374563	4.41133444047948e-05
191872	chr15	83236027	83244564	chr15	83445581	83449782	chr15:83236027-83244564_chr15:83445581-83449782	1.74972828714814e-06
191933	chr15	84599306	84602962	chr15	84816346	84818673	chr15:84599306-84602962_chr15:84816346-84818673	0.000227253756397205
191937	chr15	84599306	84602962	chr15	85167699	85176527	chr15:84599306-84602962_chr15:85167699-85176527	2.09271736087979e-05
191946	chr15	84614015	84626631	chr15	84711059	84719521	chr15:84614015-84626631_chr15:84711059-84719521	0.000423607135371373
191952	chr15	84629630	84637973	chr15	84816346	84818673	chr15:84629630-84637973_chr15:84816346-84818673	0.000364689968104237
191963	chr15	84629630	84637973	chr15	85378393	85384627	chr15:84629630-84637973_chr15:85378393-85384627	0
191978	chr15	84650872	84660084	chr15	85167699	85176527	chr15:84650872-84660084_chr15:85167699-85176527	2.45552447248887e-05
192000	chr15	84711059	84719521	chr15	85616859	85625251	chr15:84711059-84719521_chr15:85616859-85625251	8.54871728961371e-15
192004	chr15	84745538	84754240	chr15	84977810	84987991	chr15:84745538-84754240_chr15:84977810-84987991	0
192036	chr15	85167699	85176527	chr15	85378393	85384627	chr15:85167699-85176527_chr15:85378393-85384627	0.00023262360942844
192162	chr15	87476354	87479515	chr15	88619988	88627571	chr15:87476354-87479515_chr15:88619988-88627571	4.98413744987047e-06
192202	chr15	88465117	88471187	chr15	88611515	88617046	chr15:88465117-88471187_chr15:88611515-88617046	0.000967381270950085
192208	chr15	88465117	88471187	chr15	88771712	88777323	chr15:88465117-88471187_chr15:88771712-88777323	7.9498628547725e-05
192254	chr15	88611515	88617046	chr15	88890971	88915304	chr15:88611515-88617046_chr15:88890971-88915304	1.49521905967731e-09
192305	chr15	88703693	88709883	chr15	88801485	88816275	chr15:88703693-88709883_chr15:88801485-88816275	1.85963022758528e-10
192307	chr15	88703693	88709883	chr15	88852702	88864292	chr15:88703693-88709883_chr15:88852702-88864292	1.07710913854753e-07
192331	chr15	88890971	88915304	chr15	89024656	89028437	chr15:88890971-88915304_chr15:89024656-89028437	1.71925593761557e-08
192332	chr15	88890971	88915304	chr15	89042750	89051394	chr15:88890971-88915304_chr15:89042750-89051394	0.00101883326187968
192336	chr15	88890971	88915304	chr15	89110343	89118208	chr15:88890971-88915304_chr15:89110343-89118208	3.51382256624788e-11
192343	chr15	88890971	88915304	chr15	89320257	89339481	chr15:88890971-88915304_chr15:89320257-89339481	0
192364	chr15	89024656	89028437	chr15	89394469	89404257	chr15:89024656-89028437_chr15:89394469-89404257	5.05131733058439e-05
192369	chr15	89064323	89069366	chr15	89086636	89097484	chr15:89064323-89069366_chr15:89086636-89097484	7.13429315624126e-13
192371	chr15	89064323	89069366	chr15	89320257	89339481	chr15:89064323-89069366_chr15:89320257-89339481	6.06622876375695e-07
192456	chr15	89357278	89373137	chr15	89376982	89393891	chr15:89357278-89373137_chr15:89376982-89393891	0
192480	chr15	89376982	89393891	chr15	89394469	89404257	chr15:89376982-89393891_chr15:89394469-89404257	0
192513	chr15	89468329	89488341	chr15	89489512	89507157	chr15:89468329-89488341_chr15:89489512-89507157	2.19246134515183e-05
192595	chr15	89688740	89692298	chr15	90925477	90937511	chr15:89688740-89692298_chr15:90925477-90937511	0
192655	chr15	89891761	89896995	chr15	90216754	90240418	chr15:89891761-89896995_chr15:90216754-90240418	0
192670	chr15	89902771	89914087	chr15	90113590	90118283	chr15:89902771-89914087_chr15:90113590-90118283	0.00023962661957011
192677	chr15	89902771	89914087	chr15	90256713	90276351	chr15:89902771-89914087_chr15:90256713-90276351	0
192698	chr15	89998563	90006860	chr15	90194861	90204879	chr15:89998563-90006860_chr15:90194861-90204879	0
192720	chr15	90087984	90104757	chr15	90194861	90204879	chr15:90087984-90104757_chr15:90194861-90204879	0
192731	chr15	90087984	90104757	chr15	90901234	90907752	chr15:90087984-90104757_chr15:90901234-90907752	1.69708691544201e-11
192777	chr15	90194861	90204879	chr15	90383497	90396877	chr15:90194861-90204879_chr15:90383497-90396877	9.34146093811705e-11
192884	chr15	90383497	90396877	chr15	90901234	90907752	chr15:90383497-90396877_chr15:90901234-90907752	0
192937	chr15	90651951	90657604	chr15	90861530	90885667	chr15:90651951-90657604_chr15:90861530-90885667	6.68357147404208e-09
192938	chr15	90651951	90657604	chr15	90925477	90937511	chr15:90651951-90657604_chr15:90925477-90937511	5.52358159211508e-12
192943	chr15	90663152	90666825	chr15	90861530	90885667	chr15:90663152-90666825_chr15:90861530-90885667	0
193017	chr15	90925477	90937511	chr15	92651826	92657554	chr15:90925477-90937511_chr15:92651826-92657554	2.23763550444289e-06
193019	chr15	90925477	90937511	chr15	92807456	92813664	chr15:90925477-90937511_chr15:92807456-92813664	5.93636251267071e-13
193034	chr15	90991326	90996989	chr15	91096783	91102397	chr15:90991326-90996989_chr15:91096783-91102397	7.77559350240153e-10
193110	chr15	92391540	92397434	chr15	92651826	92657554	chr15:92391540-92397434_chr15:92651826-92657554	0
193118	chr15	92391540	92397434	chr15	93356937	93360793	chr15:92391540-92397434_chr15:93356937-93360793	6.85881314921311e-06
193132	chr15	92527482	92537171	chr15	92651826	92657554	chr15:92527482-92537171_chr15:92651826-92657554	7.03878816440406e-05
193134	chr15	92527482	92537171	chr15	92708465	92719259	chr15:92527482-92537171_chr15:92708465-92719259	6.82565115539546e-13
193136	chr15	92651826	92657554	chr15	92807456	92813664	chr15:92651826-92657554_chr15:92807456-92813664	8.60652928835748e-06
193149	chr15	92800024	92805555	chr15	92880062	92918460	chr15:92800024-92805555_chr15:92880062-92918460	0
193168	chr15	92880062	92918460	chr15	92946095	92951257	chr15:92880062-92918460_chr15:92946095-92951257	9.5882567885397e-08
193225	chr15	94671071	94675509	chr15	96351066	96371728	chr15:94671071-94675509_chr15:96351066-96371728	2.33674151994823e-06
193227	chr15	95233273	95236101	chr15	96319801	96349044	chr15:95233273-95236101_chr15:96319801-96349044	4.76108041880252e-12
193235	chr15	95325888	95329345	chr15	96319801	96349044	chr15:95325888-95329345_chr15:96319801-96349044	7.55804863139531e-09
193236	chr15	95494425	95496565	chr15	96319801	96349044	chr15:95494425-95496565_chr15:96319801-96349044	0
193250	chr15	95782528	95789000	chr15	96319801	96349044	chr15:95782528-95789000_chr15:96319801-96349044	1.00697228333502e-13
193262	chr15	96051624	96056128	chr15	96351066	96371728	chr15:96051624-96056128_chr15:96351066-96371728	1.14576792498156e-09
193265	chr15	96202178	96207792	chr15	96319801	96349044	chr15:96202178-96207792_chr15:96319801-96349044	7.65781127398668e-09
193268	chr15	96319801	96349044	chr15	96407249	96411978	chr15:96319801-96349044_chr15:96407249-96411978	3.80280996359339e-07
193276	chr15	96319801	96349044	chr15	97027712	97032704	chr15:96319801-96349044_chr15:97027712-97032704	1.31116934709574e-05
193284	chr15	96351066	96371728	chr15	96946960	96949309	chr15:96351066-96371728_chr15:96946960-96949309	1.96277784287879e-05
193287	chr15	96351066	96371728	chr15	97650536	97654569	chr15:96351066-96371728_chr15:97650536-97654569	4.00679170298179e-06
193365	chr15	98467502	98473577	chr15	98849420	98860159	chr15:98467502-98473577_chr15:98849420-98860159	4.60324940059209e-05
193369	chr15	98499420	98513466	chr15	98645851	98660741	chr15:98499420-98513466_chr15:98645851-98660741	0
193374	chr15	98499420	98513466	chr15	99056236	99068651	chr15:98499420-98513466_chr15:99056236-99068651	0
193422	chr15	98645851	98660741	chr15	98984500	98990452	chr15:98645851-98660741_chr15:98984500-98990452	2.43504073127454e-07
193424	chr15	98645851	98660741	chr15	99023350	99027013	chr15:98645851-98660741_chr15:99023350-99027013	5.03389216024441e-05
193437	chr15	98645851	98660741	chr15	100599116	100606695	chr15:98645851-98660741_chr15:100599116-100606695	2.22044604925031e-16
193489	chr15	98821049	98833188	chr15	99095225	99111040	chr15:98821049-98833188_chr15:99095225-99111040	0.000104571819623089
193528	chr15	98895548	98901375	chr15	99023350	99027013	chr15:98895548-98901375_chr15:99023350-99027013	0.00216276142966132
193583	chr15	99245503	99254856	chr15	100348754	100351622	chr15:99245503-99254856_chr15:100348754-100351622	5.30571616264019e-06
193611	chr15	99563979	99570581	chr15	99730655	99735507	chr15:99563979-99570581_chr15:99730655-99735507	0
193644	chr15	99923325	99934183	chr15	100221330	100246394	chr15:99923325-99934183_chr15:100221330-100246394	5.88418203051333e-15
193645	chr15	99923325	99934183	chr15	100327465	100347878	chr15:99923325-99934183_chr15:100327465-100347878	7.7715611723761e-16
193673	chr15	100047761	100064820	chr15	100166768	100177483	chr15:100047761-100064820_chr15:100166768-100177483	0.00458498186110323
193676	chr15	100047761	100064820	chr15	100327465	100347878	chr15:100047761-100064820_chr15:100327465-100347878	0.000104399831268753
193678	chr15	100047761	100064820	chr15	100599116	100606695	chr15:100047761-100064820_chr15:100599116-100606695	2.27864537667433e-05
193701	chr15	100221330	100246394	chr15	100379020	100387966	chr15:100221330-100246394_chr15:100379020-100387966	9.93557014439261e-10
193722	chr15	100348754	100351622	chr15	100874763	100882979	chr15:100348754-100351622_chr15:100874763-100882979	5.29969435003608e-08
193732	chr15	100599116	100606695	chr15	100844060	100851642	chr15:100599116-100606695_chr15:100844060-100851642	3.44636841287382e-09
193798	chr15	100874763	100882979	chr15	101000427	101017397	chr15:100874763-100882979_chr15:101000427-101017397	7.13873404833976e-13
193818	chr15	100971244	100978384	chr15	101241594	101254288	chr15:100971244-100978384_chr15:101241594-101254288	5.2085718516004e-07
193861	chr15	101146573	101170788	chr15	101241594	101254288	chr15:101146573-101170788_chr15:101241594-101254288	3.23271376334588e-09
193890	chr15	101292364	101299094	chr15	101454934	101472180	chr15:101292364-101299094_chr15:101454934-101472180	0
193891	chr15	101292364	101299094	chr15	101487788	101499696	chr15:101292364-101299094_chr15:101487788-101499696	1.33793445211694e-08
