chr.x	start.x	end.x	chr.y	start.y	end.y	loopID	mango.P
186623	chr15	43798531	43802472	chr15	44534491	44539855	chr15:43798531-43802472_chr15:44534491-44539855	0
186626	chr15	43819363	43835036	chr15	43998166	44001656	chr15:43819363-43835036_chr15:43998166-44001656	2.1168089503476e-10
186627	chr15	43819363	43835036	chr15	44100157	44103261	chr15:43819363-43835036_chr15:44100157-44103261	5.63293856004066e-12
186631	chr15	43819363	43835036	chr15	44284343	44292222	chr15:43819363-43835036_chr15:44284343-44292222	0
186632	chr15	43819363	43835036	chr15	44425203	44433863	chr15:43819363-43835036_chr15:44425203-44433863	0
186633	chr15	43819363	43835036	chr15	44534491	44539855	chr15:43819363-43835036_chr15:44534491-44539855	0
186634	chr15	43819363	43835036	chr15	44661058	44665265	chr15:43819363-43835036_chr15:44661058-44665265	0
186635	chr15	43819363	43835036	chr15	45164868	45168546	chr15:43819363-43835036_chr15:45164868-45168546	3.71602995130615e-06
186636	chr15	43819363	43835036	chr15	45196890	45202578	chr15:43819363-43835036_chr15:45196890-45202578	2.0398127631438e-12
186649	chr15	43998166	44001656	chr15	44185493	44196670	chr15:43998166-44001656_chr15:44185493-44196670	0
186651	chr15	43998166	44001656	chr15	44284343	44292222	chr15:43998166-44001656_chr15:44284343-44292222	1.41789746610499e-09
186652	chr15	43998166	44001656	chr15	44534491	44539855	chr15:43998166-44001656_chr15:44534491-44539855	2.218254885622e-05
186653	chr15	44100157	44103261	chr15	44185493	44196670	chr15:44100157-44103261_chr15:44185493-44196670	0
186654	chr15	44100157	44103261	chr15	44284343	44292222	chr15:44100157-44103261_chr15:44284343-44292222	1.77635683940025e-15
186656	chr15	44100157	44103261	chr15	44534491	44539855	chr15:44100157-44103261_chr15:44534491-44539855	3.46056516775661e-13
186658	chr15	44185493	44196670	chr15	44284343	44292222	chr15:44185493-44196670_chr15:44284343-44292222	0
186659	chr15	44185493	44196670	chr15	44425203	44433863	chr15:44185493-44196670_chr15:44425203-44433863	0
186660	chr15	44185493	44196670	chr15	44534491	44539855	chr15:44185493-44196670_chr15:44534491-44539855	0
186664	chr15	44284343	44292222	chr15	44425203	44433863	chr15:44284343-44292222_chr15:44425203-44433863	0
186665	chr15	44284343	44292222	chr15	44534491	44539855	chr15:44284343-44292222_chr15:44534491-44539855	0
186666	chr15	44284343	44292222	chr15	44661058	44665265	chr15:44284343-44292222_chr15:44661058-44665265	0
186668	chr15	44284343	44292222	chr15	45584509	45591160	chr15:44284343-44292222_chr15:45584509-45591160	2.47424303267962e-12
186672	chr15	44425203	44433863	chr15	45196890	45202578	chr15:44425203-44433863_chr15:45196890-45202578	1.08654850122791e-05
186673	chr15	44534491	44539855	chr15	44661058	44665265	chr15:44534491-44539855_chr15:44661058-44665265	0
186677	chr15	44534491	44539855	chr15	45196890	45202578	chr15:44534491-44539855_chr15:45196890-45202578	2.60781330974069e-08
186679	chr15	44534491	44539855	chr15	45375095	45380113	chr15:44534491-44539855_chr15:45375095-45380113	1.32489635928934e-08
186683	chr15	44534491	44539855	chr15	45584509	45591160	chr15:44534491-44539855_chr15:45584509-45591160	0
186685	chr15	44661058	44665265	chr15	45020325	45029892	chr15:44661058-44665265_chr15:45020325-45029892	4.77595074599435e-10
186689	chr15	44661058	44665265	chr15	45196890	45202578	chr15:44661058-44665265_chr15:45196890-45202578	1.13353770814228e-13
186691	chr15	44661058	44665265	chr15	45400525	45405692	chr15:44661058-44665265_chr15:45400525-45405692	1.17730086188761e-05
186692	chr15	44661058	44665265	chr15	45584509	45591160	chr15:44661058-44665265_chr15:45584509-45591160	7.32747196252603e-15
186693	chr15	44782724	44786155	chr15	45196890	45202578	chr15:44782724-44786155_chr15:45196890-45202578	3.92772827719767e-05
186701	chr15	45020325	45029892	chr15	45520294	45524585	chr15:45020325-45029892_chr15:45520294-45524585	1.64535052249448e-13
186704	chr15	45105511	45120436	chr15	45184402	45189784	chr15:45105511-45120436_chr15:45184402-45189784	0.00465057111744205
186705	chr15	45105511	45120436	chr15	45196890	45202578	chr15:45105511-45120436_chr15:45196890-45202578	0.000493179195110494
186707	chr15	45105511	45120436	chr15	45277581	45280940	chr15:45105511-45120436_chr15:45277581-45280940	0
186708	chr15	45105511	45120436	chr15	45375095	45380113	chr15:45105511-45120436_chr15:45375095-45380113	6.21139780943025e-07
186710	chr15	45105511	45120436	chr15	45453809	45464110	chr15:45105511-45120436_chr15:45453809-45464110	0
186711	chr15	45105511	45120436	chr15	45520294	45524585	chr15:45105511-45120436_chr15:45520294-45524585	6.66133814775094e-16
186713	chr15	45105511	45120436	chr15	45633613	45639403	chr15:45105511-45120436_chr15:45633613-45639403	5.40353137790106e-08
186717	chr15	45126955	45131759	chr15	45453809	45464110	chr15:45126955-45131759_chr15:45453809-45464110	0
186718	chr15	45126955	45131759	chr15	45584509	45591160	chr15:45126955-45131759_chr15:45584509-45591160	8.4467203675942e-08
186727	chr15	45164868	45168546	chr15	45277581	45280940	chr15:45164868-45168546_chr15:45277581-45280940	0
186730	chr15	45164868	45168546	chr15	45375095	45380113	chr15:45164868-45168546_chr15:45375095-45380113	1.42219569454483e-13
186731	chr15	45164868	45168546	chr15	45400525	45405692	chr15:45164868-45168546_chr15:45400525-45405692	0
186732	chr15	45164868	45168546	chr15	45453809	45464110	chr15:45164868-45168546_chr15:45453809-45464110	0
186735	chr15	45164868	45168546	chr15	45633613	45639403	chr15:45164868-45168546_chr15:45633613-45639403	0
186742	chr15	45184402	45189784	chr15	45520294	45524585	chr15:45184402-45189784_chr15:45520294-45524585	0
186747	chr15	45196890	45202578	chr15	45324903	45328431	chr15:45196890-45202578_chr15:45324903-45328431	0.00214985899532727
186749	chr15	45196890	45202578	chr15	45375095	45380113	chr15:45196890-45202578_chr15:45375095-45380113	0
186752	chr15	45196890	45202578	chr15	45429465	45431532	chr15:45196890-45202578_chr15:45429465-45431532	1.96915816985666e-11
186754	chr15	45196890	45202578	chr15	45520294	45524585	chr15:45196890-45202578_chr15:45520294-45524585	0
186755	chr15	45196890	45202578	chr15	45584509	45591160	chr15:45196890-45202578_chr15:45584509-45591160	0
186757	chr15	45196890	45202578	chr15	45633613	45639403	chr15:45196890-45202578_chr15:45633613-45639403	0
186763	chr15	45277581	45280940	chr15	45375095	45380113	chr15:45277581-45280940_chr15:45375095-45380113	0
186765	chr15	45277581	45280940	chr15	45453809	45464110	chr15:45277581-45280940_chr15:45453809-45464110	0
186767	chr15	45277581	45280940	chr15	45584509	45591160	chr15:45277581-45280940_chr15:45584509-45591160	0
186777	chr15	45375095	45380113	chr15	45400525	45405692	chr15:45375095-45380113_chr15:45400525-45405692	0
186778	chr15	45375095	45380113	chr15	45453809	45464110	chr15:45375095-45380113_chr15:45453809-45464110	6.5563522244072e-05
186779	chr15	45375095	45380113	chr15	45520294	45524585	chr15:45375095-45380113_chr15:45520294-45524585	0.000993550748594529
186780	chr15	45375095	45380113	chr15	45584509	45591160	chr15:45375095-45380113_chr15:45584509-45591160	0
186781	chr15	45375095	45380113	chr15	45633613	45639403	chr15:45375095-45380113_chr15:45633613-45639403	2.59805177371675e-09
186793	chr15	45453809	45464110	chr15	45633613	45639403	chr15:45453809-45464110_chr15:45633613-45639403	0
186795	chr15	45520294	45524585	chr15	45633613	45639403	chr15:45520294-45524585_chr15:45633613-45639403	0
186800	chr15	45584509	45591160	chr15	47180739	47187715	chr15:45584509-45591160_chr15:47180739-47187715	2.08500949838708e-09
186803	chr15	47157748	47160531	chr15	48329149	48335321	chr15:47157748-47160531_chr15:48329149-48335321	4.84079887286271e-09
186804	chr15	47157748	47160531	chr15	48640658	48647801	chr15:47157748-47160531_chr15:48640658-48647801	3.04710091558746e-06
186805	chr15	47180739	47187715	chr15	47472172	47474179	chr15:47180739-47187715_chr15:47472172-47474179	4.45089178180424e-07
186811	chr15	47180739	47187715	chr15	48172811	48180536	chr15:47180739-47187715_chr15:48172811-48180536	0
186813	chr15	47180739	47187715	chr15	48280344	48286995	chr15:47180739-47187715_chr15:48280344-48286995	0
186817	chr15	47180739	47187715	chr15	48947616	48965485	chr15:47180739-47187715_chr15:48947616-48965485	1.5419222565427e-09
186818	chr15	47180739	47187715	chr15	49041389	49047728	chr15:47180739-47187715_chr15:49041389-49047728	2.00861710353273e-06
186822	chr15	47472172	47474179	chr15	47714739	47726438	chr15:47472172-47474179_chr15:47714739-47726438	3.01980662698043e-14
186830	chr15	47714739	47726438	chr15	48058236	48063227	chr15:47714739-47726438_chr15:48058236-48063227	0
186831	chr15	47714739	47726438	chr15	48084842	48090642	chr15:47714739-47726438_chr15:48084842-48090642	0
186834	chr15	47714739	47726438	chr15	48172811	48180536	chr15:47714739-47726438_chr15:48172811-48180536	0
186836	chr15	47714739	47726438	chr15	48280344	48286995	chr15:47714739-47726438_chr15:48280344-48286995	0
186837	chr15	47714739	47726438	chr15	48329149	48335321	chr15:47714739-47726438_chr15:48329149-48335321	0
186838	chr15	47714739	47726438	chr15	48540804	48544872	chr15:47714739-47726438_chr15:48540804-48544872	9.34224314397269e-06
186841	chr15	47714739	47726438	chr15	48947616	48965485	chr15:47714739-47726438_chr15:48947616-48965485	2.99316127438942e-12
186847	chr15	48044889	48048583	chr15	48172811	48180536	chr15:48044889-48048583_chr15:48172811-48180536	7.241863331231e-09
186848	chr15	48044889	48048583	chr15	48329149	48335321	chr15:48044889-48048583_chr15:48329149-48335321	9.46741453446975e-05
186850	chr15	48058236	48063227	chr15	48172811	48180536	chr15:48058236-48063227_chr15:48172811-48180536	0
186851	chr15	48058236	48063227	chr15	48280344	48286995	chr15:48058236-48063227_chr15:48280344-48286995	1.24009188251506e-06
186855	chr15	48084842	48090642	chr15	48172811	48180536	chr15:48084842-48090642_chr15:48172811-48180536	0.00131328305835687
186857	chr15	48084842	48090642	chr15	48329149	48335321	chr15:48084842-48090642_chr15:48329149-48335321	0
186862	chr15	48172811	48180536	chr15	48280344	48286995	chr15:48172811-48180536_chr15:48280344-48286995	0
186863	chr15	48172811	48180536	chr15	48329149	48335321	chr15:48172811-48180536_chr15:48329149-48335321	0
186864	chr15	48172811	48180536	chr15	48640658	48647801	chr15:48172811-48180536_chr15:48640658-48647801	3.33066907387547e-16
186866	chr15	48172811	48180536	chr15	49041389	49047728	chr15:48172811-48180536_chr15:49041389-49047728	8.51461557882516e-06
186867	chr15	48172811	48180536	chr15	49169207	49172777	chr15:48172811-48180536_chr15:49169207-49172777	6.49356530524337e-06
186871	chr15	48280344	48286995	chr15	48329149	48335321	chr15:48280344-48286995_chr15:48329149-48335321	0.000421114711792625
186872	chr15	48280344	48286995	chr15	48640658	48647801	chr15:48280344-48286995_chr15:48640658-48647801	1.85071026281847e-07
186874	chr15	48329149	48335321	chr15	48540804	48544872	chr15:48329149-48335321_chr15:48540804-48544872	0
186878	chr15	48329149	48335321	chr15	48640658	48647801	chr15:48329149-48335321_chr15:48640658-48647801	0
186879	chr15	48329149	48335321	chr15	48808368	48812889	chr15:48329149-48335321_chr15:48808368-48812889	0
186883	chr15	48329149	48335321	chr15	48924568	48931199	chr15:48329149-48335321_chr15:48924568-48931199	5.35005373336617e-11
186885	chr15	48329149	48335321	chr15	48947616	48965485	chr15:48329149-48335321_chr15:48947616-48965485	0
186886	chr15	48329149	48335321	chr15	48969471	48978758	chr15:48329149-48335321_chr15:48969471-48978758	0
186889	chr15	48329149	48335321	chr15	49169207	49172777	chr15:48329149-48335321_chr15:49169207-49172777	0
186892	chr15	48357553	48359561	chr15	48640658	48647801	chr15:48357553-48359561_chr15:48640658-48647801	9.76253032689556e-05
186893	chr15	48357553	48359561	chr15	48808368	48812889	chr15:48357553-48359561_chr15:48808368-48812889	3.29396368224932e-05
186894	chr15	48357553	48359561	chr15	48924568	48931199	chr15:48357553-48359561_chr15:48924568-48931199	1.99967313603278e-05
186896	chr15	48357553	48359561	chr15	49151845	49158750	chr15:48357553-48359561_chr15:49151845-49158750	1.05269281596154e-05
186900	chr15	48540804	48544872	chr15	48640658	48647801	chr15:48540804-48544872_chr15:48640658-48647801	0
186901	chr15	48540804	48544872	chr15	48808368	48812889	chr15:48540804-48544872_chr15:48808368-48812889	0
186913	chr15	48640658	48647801	chr15	48808368	48812889	chr15:48640658-48647801_chr15:48808368-48812889	0
186922	chr15	48640658	48647801	chr15	49041389	49047728	chr15:48640658-48647801_chr15:49041389-49047728	0
186929	chr15	48808368	48812889	chr15	48924568	48931199	chr15:48808368-48812889_chr15:48924568-48931199	7.78341613383304e-10
186930	chr15	48808368	48812889	chr15	48947616	48965485	chr15:48808368-48812889_chr15:48947616-48965485	0
186932	chr15	48808368	48812889	chr15	49041389	49047728	chr15:48808368-48812889_chr15:49041389-49047728	0
186934	chr15	48808368	48812889	chr15	49169207	49172777	chr15:48808368-48812889_chr15:49169207-49172777	0
186936	chr15	48808368	48812889	chr15	49617996	49626610	chr15:48808368-48812889_chr15:49617996-49626610	0
186944	chr15	48876804	48881695	chr15	48895903	48899867	chr15:48876804-48881695_chr15:48895903-48899867	9.42394717817763e-10
186945	chr15	48876804	48881695	chr15	48924568	48931199	chr15:48876804-48881695_chr15:48924568-48931199	5.06012770291608e-05
186947	chr15	48876804	48881695	chr15	48969471	48978758	chr15:48876804-48881695_chr15:48969471-48978758	0
186949	chr15	48876804	48881695	chr15	49151845	49158750	chr15:48876804-48881695_chr15:49151845-49158750	0
186952	chr15	48876804	48881695	chr15	50422891	50427587	chr15:48876804-48881695_chr15:50422891-50427587	2.37729813612475e-09
186957	chr15	48895903	48899867	chr15	48924568	48931199	chr15:48895903-48899867_chr15:48924568-48931199	0.00239204190556774
186958	chr15	48895903	48899867	chr15	48947616	48965485	chr15:48895903-48899867_chr15:48947616-48965485	0
186959	chr15	48895903	48899867	chr15	48969471	48978758	chr15:48895903-48899867_chr15:48969471-48978758	0.00444026797090702
186960	chr15	48895903	48899867	chr15	49041389	49047728	chr15:48895903-48899867_chr15:49041389-49047728	0
186961	chr15	48895903	48899867	chr15	49151845	49158750	chr15:48895903-48899867_chr15:49151845-49158750	0
186962	chr15	48895903	48899867	chr15	49169207	49172777	chr15:48895903-48899867_chr15:49169207-49172777	1.91941063043544e-09
186967	chr15	48924568	48931199	chr15	48947616	48965485	chr15:48924568-48931199_chr15:48947616-48965485	0
186968	chr15	48924568	48931199	chr15	49041389	49047728	chr15:48924568-48931199_chr15:49041389-49047728	0
186970	chr15	48924568	48931199	chr15	49169207	49172777	chr15:48924568-48931199_chr15:49169207-49172777	0
186971	chr15	48924568	48931199	chr15	50349229	50358431	chr15:48924568-48931199_chr15:50349229-50358431	1.70063962912081e-12
186979	chr15	48947616	48965485	chr15	49041389	49047728	chr15:48947616-48965485_chr15:49041389-49047728	0
186980	chr15	48947616	48965485	chr15	49151845	49158750	chr15:48947616-48965485_chr15:49151845-49158750	0
186984	chr15	48947616	48965485	chr15	49617996	49626610	chr15:48947616-48965485_chr15:49617996-49626610	0
186987	chr15	48947616	48965485	chr15	50422891	50427587	chr15:48947616-48965485_chr15:50422891-50427587	0
186989	chr15	48969471	48978758	chr15	49041389	49047728	chr15:48969471-48978758_chr15:49041389-49047728	0
186990	chr15	48969471	48978758	chr15	49151845	49158750	chr15:48969471-48978758_chr15:49151845-49158750	0
186991	chr15	48969471	48978758	chr15	49169207	49172777	chr15:48969471-48978758_chr15:49169207-49172777	0
186997	chr15	49041389	49047728	chr15	49169207	49172777	chr15:49041389-49047728_chr15:49169207-49172777	0
186999	chr15	49041389	49047728	chr15	49617996	49626610	chr15:49041389-49047728_chr15:49617996-49626610	3.94412217330498e-08
187001	chr15	49041389	49047728	chr15	50349229	50358431	chr15:49041389-49047728_chr15:50349229-50358431	0
187005	chr15	49041389	49047728	chr15	50905855	50911426	chr15:49041389-49047728_chr15:50905855-50911426	1.91812024896709e-06
187008	chr15	49151845	49158750	chr15	49617996	49626610	chr15:49151845-49158750_chr15:49617996-49626610	0
187009	chr15	49151845	49158750	chr15	50180397	50184461	chr15:49151845-49158750_chr15:50180397-50184461	7.5705230973e-09
187010	chr15	49151845	49158750	chr15	50349229	50358431	chr15:49151845-49158750_chr15:50349229-50358431	0
187012	chr15	49151845	49158750	chr15	50762357	50767426	chr15:49151845-49158750_chr15:50762357-50767426	1.08157927058983e-12
187013	chr15	49151845	49158750	chr15	50905855	50911426	chr15:49151845-49158750_chr15:50905855-50911426	0
187015	chr15	49169207	49172777	chr15	49617996	49626610	chr15:49169207-49172777_chr15:49617996-49626610	0
187016	chr15	49169207	49172777	chr15	50349229	50358431	chr15:49169207-49172777_chr15:50349229-50358431	0
187024	chr15	49617996	49626610	chr15	49894399	49896682	chr15:49617996-49626610_chr15:49894399-49896682	5.11592327390176e-07
187025	chr15	49617996	49626610	chr15	50349229	50358431	chr15:49617996-49626610_chr15:50349229-50358431	0
187026	chr15	49617996	49626610	chr15	50422891	50427587	chr15:49617996-49626610_chr15:50422891-50427587	1.55431223447522e-14
187028	chr15	49617996	49626610	chr15	50762357	50767426	chr15:49617996-49626610_chr15:50762357-50767426	4.90907429906429e-06
187030	chr15	50180397	50184461	chr15	50349229	50358431	chr15:50180397-50184461_chr15:50349229-50358431	0.000467057359720968
187035	chr15	50349229	50358431	chr15	50683412	50688898	chr15:50349229-50358431_chr15:50683412-50688898	0
187041	chr15	50349229	50358431	chr15	52017612	52025895	chr15:50349229-50358431_chr15:52017612-52025895	1.69856906317989e-09
187044	chr15	50422891	50427587	chr15	50762357	50767426	chr15:50422891-50427587_chr15:50762357-50767426	0
187050	chr15	50683412	50688898	chr15	50876074	50878498	chr15:50683412-50688898_chr15:50876074-50878498	0
187054	chr15	50683412	50688898	chr15	51159626	51164716	chr15:50683412-50688898_chr15:51159626-51164716	1.41822775745482e-10
187055	chr15	50683412	50688898	chr15	51261242	51268941	chr15:50683412-50688898_chr15:51261242-51268941	3.94435722972375e-08
187056	chr15	50683412	50688898	chr15	51340259	51343713	chr15:50683412-50688898_chr15:51340259-51343713	3.96742638741898e-11
187062	chr15	50683412	50688898	chr15	52675895	52681187	chr15:50683412-50688898_chr15:52675895-52681187	1.64927387569236e-06
187063	chr15	50762357	50767426	chr15	50876074	50878498	chr15:50762357-50767426_chr15:50876074-50878498	0
187067	chr15	50762357	50767426	chr15	51092380	51096801	chr15:50762357-50767426_chr15:51092380-51096801	2.52328414385161e-07
187070	chr15	50762357	50767426	chr15	51281687	51285312	chr15:50762357-50767426_chr15:51281687-51285312	9.53397361058705e-11
187074	chr15	50876074	50878498	chr15	50905855	50911426	chr15:50876074-50878498_chr15:50905855-50911426	0.000866005076583298
187076	chr15	50905855	50911426	chr15	51092380	51096801	chr15:50905855-50911426_chr15:51092380-51096801	0
187078	chr15	50905855	50911426	chr15	51159626	51164716	chr15:50905855-50911426_chr15:51159626-51164716	0
187086	chr15	50905855	50911426	chr15	52650184	52654488	chr15:50905855-50911426_chr15:52650184-52654488	2.18448548394701e-06
187090	chr15	51092380	51096801	chr15	52176169	52181526	chr15:51092380-51096801_chr15:52176169-52181526	5.46110454191506e-06
187091	chr15	51159626	51164716	chr15	51261242	51268941	chr15:51159626-51164716_chr15:51261242-51268941	0
187094	chr15	51159626	51164716	chr15	51352677	51355548	chr15:51159626-51164716_chr15:51352677-51355548	0.000310906506737152
187097	chr15	51261242	51268941	chr15	51281687	51285312	chr15:51261242-51268941_chr15:51281687-51285312	7.98600681866102e-05
187100	chr15	51261242	51268941	chr15	52176169	52181526	chr15:51261242-51268941_chr15:52176169-52181526	7.6147922187797e-06
187101	chr15	51261242	51268941	chr15	52524662	52530895	chr15:51261242-51268941_chr15:52524662-52530895	4.06102106720319e-06
187103	chr15	51281687	51285312	chr15	51618140	51624602	chr15:51281687-51285312_chr15:51618140-51624602	2.33093145229901e-07
187106	chr15	51340259	51343713	chr15	51734690	51739499	chr15:51340259-51343713_chr15:51734690-51739499	4.50495705399678e-05
187109	chr15	51352677	51355548	chr15	51618140	51624602	chr15:51352677-51355548_chr15:51618140-51624602	0.000113407429259027
187110	chr15	51352677	51355548	chr15	52782497	52808150	chr15:51352677-51355548_chr15:52782497-52808150	3.13914771510326e-06
187111	chr15	51618140	51624602	chr15	51679324	51683172	chr15:51618140-51624602_chr15:51679324-51683172	0.0024659064476289
187113	chr15	51618140	51624602	chr15	51748743	51753534	chr15:51618140-51624602_chr15:51748743-51753534	0
187114	chr15	51618140	51624602	chr15	51828582	51833548	chr15:51618140-51624602_chr15:51828582-51833548	0
187116	chr15	51618140	51624602	chr15	51980694	51982976	chr15:51618140-51624602_chr15:51980694-51982976	4.89870810582715e-10
187117	chr15	51618140	51624602	chr15	52017612	52025895	chr15:51618140-51624602_chr15:52017612-52025895	0
187119	chr15	51618140	51624602	chr15	52256431	52264364	chr15:51618140-51624602_chr15:52256431-52264364	1.55138955282297e-05
187123	chr15	51618140	51624602	chr15	52782497	52808150	chr15:51618140-51624602_chr15:52782497-52808150	0
187126	chr15	51679324	51683172	chr15	51748743	51753534	chr15:51679324-51683172_chr15:51748743-51753534	6.42315234333779e-09
187127	chr15	51679324	51683172	chr15	51828582	51833548	chr15:51679324-51683172_chr15:51828582-51833548	0
187128	chr15	51679324	51683172	chr15	51966821	51973297	chr15:51679324-51683172_chr15:51966821-51973297	1.51015178140312e-09
187129	chr15	51679324	51683172	chr15	52009876	52012976	chr15:51679324-51683172_chr15:52009876-52012976	6.79022476552937e-05
187131	chr15	51679324	51683172	chr15	52176169	52181526	chr15:51679324-51683172_chr15:52176169-52181526	2.22044604925031e-16
187132	chr15	51679324	51683172	chr15	52675895	52681187	chr15:51679324-51683172_chr15:52675895-52681187	7.81281928041722e-09
187138	chr15	51734690	51739499	chr15	51966821	51973297	chr15:51734690-51739499_chr15:51966821-51973297	0
187139	chr15	51734690	51739499	chr15	51980694	51982976	chr15:51734690-51739499_chr15:51980694-51982976	0.000146277062812006
187141	chr15	51734690	51739499	chr15	52176169	52181526	chr15:51734690-51739499_chr15:52176169-52181526	0
187142	chr15	51734690	51739499	chr15	52557645	52570615	chr15:51734690-51739499_chr15:52557645-52570615	1.33226762955019e-14
187143	chr15	51734690	51739499	chr15	52675895	52681187	chr15:51734690-51739499_chr15:52675895-52681187	9.26084831043283e-09
187149	chr15	51748743	51753534	chr15	51966821	51973297	chr15:51748743-51753534_chr15:51966821-51973297	0
187159	chr15	51828582	51833548	chr15	51966821	51973297	chr15:51828582-51833548_chr15:51966821-51973297	0
187161	chr15	51828582	51833548	chr15	52017612	52025895	chr15:51828582-51833548_chr15:52017612-52025895	0
187162	chr15	51828582	51833548	chr15	52176169	52181526	chr15:51828582-51833548_chr15:52176169-52181526	0
187166	chr15	51828582	51833548	chr15	52675895	52681187	chr15:51828582-51833548_chr15:52675895-52681187	0
187168	chr15	51828582	51833548	chr15	52782497	52808150	chr15:51828582-51833548_chr15:52782497-52808150	8.43272229822389e-09
187176	chr15	51966821	51973297	chr15	51980694	51982976	chr15:51966821-51973297_chr15:51980694-51982976	0
187177	chr15	51966821	51973297	chr15	52017612	52025895	chr15:51966821-51973297_chr15:52017612-52025895	0
187179	chr15	51966821	51973297	chr15	52101952	52104449	chr15:51966821-51973297_chr15:52101952-52104449	0.00160180915239572
187180	chr15	51966821	51973297	chr15	52176169	52181526	chr15:51966821-51973297_chr15:52176169-52181526	0
187184	chr15	51966821	51973297	chr15	52524662	52530895	chr15:51966821-51973297_chr15:52524662-52530895	9.54791801177635e-14
187188	chr15	51980694	51982976	chr15	52017612	52025895	chr15:51980694-51982976_chr15:52017612-52025895	0
187189	chr15	51980694	51982976	chr15	52176169	52181526	chr15:51980694-51982976_chr15:52176169-52181526	0
187190	chr15	51980694	51982976	chr15	52675895	52681187	chr15:51980694-51982976_chr15:52675895-52681187	2.94719804116994e-11
187191	chr15	52009876	52012976	chr15	52176169	52181526	chr15:52009876-52012976_chr15:52176169-52181526	0.000517038137582082
187193	chr15	52017612	52025895	chr15	52176169	52181526	chr15:52017612-52025895_chr15:52176169-52181526	0
187198	chr15	52017612	52025895	chr15	52557645	52570615	chr15:52017612-52025895_chr15:52557645-52570615	0
187202	chr15	52176169	52181526	chr15	52524662	52530895	chr15:52176169-52181526_chr15:52524662-52530895	0
187205	chr15	52176169	52181526	chr15	52675895	52681187	chr15:52176169-52181526_chr15:52675895-52681187	0
187207	chr15	52176169	52181526	chr15	52782497	52808150	chr15:52176169-52181526_chr15:52782497-52808150	0
187209	chr15	52256431	52264364	chr15	52557645	52570615	chr15:52256431-52264364_chr15:52557645-52570615	2.84017254159608e-12
187210	chr15	52256431	52264364	chr15	52675895	52681187	chr15:52256431-52264364_chr15:52675895-52681187	4.2321701698711e-13
187214	chr15	52292996	52297316	chr15	52650184	52654488	chr15:52292996-52297316_chr15:52650184-52654488	5.12441644673345e-10
187216	chr15	52292996	52297316	chr15	52782497	52808150	chr15:52292996-52297316_chr15:52782497-52808150	1.12455267320399e-10
187223	chr15	52524662	52530895	chr15	52782497	52808150	chr15:52524662-52530895_chr15:52782497-52808150	6.30029362014284e-12
187224	chr15	52557645	52570615	chr15	52650184	52654488	chr15:52557645-52570615_chr15:52650184-52654488	1.5087282691173e-05
187226	chr15	52557645	52570615	chr15	52782497	52808150	chr15:52557645-52570615_chr15:52782497-52808150	0
187228	chr15	52650184	52654488	chr15	52782497	52808150	chr15:52650184-52654488_chr15:52782497-52808150	1.62079021051031e-05
187230	chr15	52675895	52681187	chr15	53196259	53198565	chr15:52675895-52681187_chr15:53196259-53198565	5.57488553099006e-08
187236	chr15	52782497	52808150	chr15	53519698	53522083	chr15:52782497-52808150_chr15:53519698-53522083	2.39808173319034e-14
187242	chr15	55194119	55199734	chr15	55406194	55410130	chr15:55194119-55199734_chr15:55406194-55410130	0
187243	chr15	55194119	55199734	chr15	55496377	55499832	chr15:55194119-55199734_chr15:55496377-55499832	0
187244	chr15	55194119	55199734	chr15	55585257	55590218	chr15:55194119-55199734_chr15:55585257-55590218	8.88178419700125e-16
187245	chr15	55194119	55199734	chr15	55739533	55745420	chr15:55194119-55199734_chr15:55739533-55745420	1.11022302462516e-16
187246	chr15	55194119	55199734	chr15	55989225	55995628	chr15:55194119-55199734_chr15:55989225-55995628	1.72805103559881e-11
187255	chr15	55286755	55291500	chr15	55316224	55321351	chr15:55286755-55291500_chr15:55316224-55321351	3.56683027047389e-06
187258	chr15	55286755	55291500	chr15	55496377	55499832	chr15:55286755-55291500_chr15:55496377-55499832	0
187260	chr15	55286755	55291500	chr15	55739533	55745420	chr15:55286755-55291500_chr15:55739533-55745420	0
187265	chr15	55316224	55321351	chr15	55585257	55590218	chr15:55316224-55321351_chr15:55585257-55590218	0.000110280836232213
187269	chr15	55496377	55499832	chr15	55585257	55590218	chr15:55496377-55499832_chr15:55585257-55590218	0.00128131868998937
187270	chr15	55496377	55499832	chr15	55739533	55745420	chr15:55496377-55499832_chr15:55739533-55745420	0
187273	chr15	55496377	55499832	chr15	55989225	55995628	chr15:55496377-55499832_chr15:55989225-55995628	2.70471389842708e-05
187276	chr15	55585257	55590218	chr15	55739533	55745420	chr15:55585257-55590218_chr15:55739533-55745420	0
187279	chr15	55585257	55590218	chr15	55989225	55995628	chr15:55585257-55590218_chr15:55989225-55995628	7.7715611723761e-16
187280	chr15	55585257	55590218	chr15	56240445	56246830	chr15:55585257-55590218_chr15:56240445-56246830	0
187287	chr15	55739533	55745420	chr15	55989225	55995628	chr15:55739533-55745420_chr15:55989225-55995628	0
187289	chr15	55739533	55745420	chr15	56240445	56246830	chr15:55739533-55745420_chr15:56240445-56246830	0
187298	chr15	55910620	55918856	chr15	55989225	55995628	chr15:55910620-55918856_chr15:55989225-55995628	0
187299	chr15	55910620	55918856	chr15	56240445	56246830	chr15:55910620-55918856_chr15:56240445-56246830	0
